run_zero,model,variant_zero,participant_id,parameter,probability_positive_zero,mean_zero,median_zero,ci_low_zero,ci_high_zero,run_base,variant_base,probability_positive_base,mean_base,median_base,ci_low_base,ci_high_base,change_posterior_mean
N111_H5_zero_full,H5,zero,sub-10836,theta,1.0,1.0911713323100554,0.45828915555,0.01677483583675,7.18052165245,N111_H5_base_full,base,1.0,5.011959084637285,3.2597379405,0.0407768116715,16.8163039325,-3.9207877523272296
N111_H5_zero_full,H5,zero,sub-10838,alpha,1.0,0.2081500153556721,0.1500924728,0.01535490533925,0.7058669258999999,N111_H5_base_full,base,1.0,0.1593094084380936,0.11349114075,0.0106101210545,0.5760329166775,0.048840606917578494
N111_H5_zero_full,H5,zero,sub-10838,kappa,1.0,0.138893646126235,0.10487361865,0.011794059851,0.4423595945049999,N111_H5_base_full,base,1.0,0.0987009679023047,0.061805784,0.0055684751321,0.3617128390374999,0.0401926782239303
N111_H5_zero_full,H5,zero,sub-10838,theta,1.0,2.587918798359601,1.5312494315,0.0451480475015,9.831306652574998,N111_H5_base_full,base,1.0,4.935977791305494,2.813025135,0.02544168018475,17.062867677249997,-2.3480589929458935
N111_H5_zero_full,H5,zero,sub-10843,alpha,1.0,0.0588297359774852,0.05184308895,0.007577816081875,0.1495731473824999,N111_H5_base_full,base,1.0,0.1169424458571475,0.099745471075,0.015000037804,0.3172096604099999,-0.0581127098796623
N111_H5_zero_full,H5,zero,sub-10843,kappa,1.0,1.2887387732964812,1.2763715485,0.73227985545,1.9032119741,N111_H5_base_full,base,1.0,0.4751784636991888,0.4707287378,0.1102684095925,0.8745157127075,0.8135603095972924
N111_H5_zero_full,H5,zero,sub-10843,theta,1.0,0.0947165715966912,0.0707637906699999,0.00219823440345,0.3091544305524998,N111_H5_base_full,base,1.0,0.324847793697132,0.14636224235,0.0013414394735,1.0727445610249986,-0.23013122210044082
N111_H5_zero_full,H5,zero,sub-10850,alpha,1.0,0.1378810052678763,0.09795685599,0.009296206998975,0.5131783169374999,N111_H5_base_full,base,1.0,0.1094898135568449,0.08115915295,0.007232194007775,0.3818790461674999,0.02839119171103141
N111_H5_zero_full,H5,zero,sub-10850,kappa,1.0,0.1041857005485281,0.09229942578,0.02568054075275,0.2539374445575,N111_H5_base_full,base,1.0,0.0751581268788081,0.06909436999,0.0264708602555,0.1572576104449999,0.029027573669720003
N111_H5_zero_full,H5,zero,sub-10850,theta,1.0,6.686499356547085,6.4805832295000005,2.353907118475,12.359157612249998,N111_H5_base_full,base,1.0,11.349553834981783,11.14842759,5.163171651625,18.862242734999995,-4.663054478434699
N111_H5_zero_full,H5,zero,sub-10854,alpha,1.0,0.0265197572226719,0.02162141527,0.002254492911525,0.0787075130034999,N111_H5_base_full,base,1.0,0.0819742521601491,0.063106664775,0.0077632614799249,0.2747572270249999,-0.0554544949374772
N111_H5_zero_full,H5,zero,sub-10854,kappa,1.0,1.7350785347524438,1.7169278609999998,0.9553295633025,2.626320729525,N111_H5_base_full,base,1.0,0.2138223187720207,0.1712217946999999,0.0402281553672499,0.6067209420249998,1.521256215980423
N111_H5_zero_full,H5,zero,sub-10854,theta,1.0,0.8502678679735375,0.82162600575,0.5444264439425,1.3258017381,N111_H5_base_full,base,1.0,6.109189824459838,5.208576187,1.5979325483,15.003242014249995,-5.258921956486301
N111_H5_zero_full,H5,zero,sub-10857,alpha,1.0,0.0266749700386788,0.02094630042,0.001743920532925,0.08213362627875,N111_H5_base_full,base,1.0,0.0662056564616826,0.054197089215,0.004804654852675,0.1927501331,-0.039530686423003794
N111_H5_zero_full,H5,zero,sub-10857,kappa,1.0,2.808685263296669,2.7660165925,1.72016856995,4.114995641425,N111_H5_base_full,base,1.0,0.9800804318335938,0.9653357586,0.4722937299975,1.5697869336749997,1.8286048314630752
N111_H5_zero_full,H5,zero,sub-10857,theta,1.0,2.891131631921706,2.53812593,0.9844094047925,6.718995599174999,N111_H5_base_full,base,1.0,5.8384893099978,5.4588423775,2.13965050535,11.71351707325,-2.9473576780760937
N111_H5_zero_full,H5,zero,sub-10858,alpha,1.0,0.1112659279279452,0.09447959864,0.01218933668675,0.3039510273924999,N111_H5_base_full,base,1.0,0.0860014396147463,0.069483312175,0.007143420379125,0.26147220737,0.0252644883131989
N111_H5_zero_full,H5,zero,sub-10858,kappa,1.0,0.32411595905008,0.2987501588,0.10078587324,0.6857330119824999,N111_H5_base_full,base,1.0,0.1760833744417693,0.15859150865,0.059094792358,0.3930055302575,0.1480325846083107
N111_H5_zero_full,H5,zero,sub-10858,theta,1.0,4.753975481989075,4.445905112,1.855129049925,9.483272162674998,N111_H5_base_full,base,1.0,8.929809589896376,8.5742547605,3.5751194143,16.33051448925,-4.175834107907301
N111_H5_zero_full,H5,zero,sub-10860,alpha,1.0,0.0963172981510153,0.074134374625,0.007912045052025,0.303560050095,N111_H5_base_full,base,1.0,0.0732818824119616,0.0560101242,0.005487606620725,0.241421784555,0.023035415739053697
N111_H5_zero_full,H5,zero,sub-10860,kappa,1.0,0.1899927383542244,0.17942003765,0.0737872383565,0.3706747671725,N111_H5_base_full,base,1.0,0.1418187478993487,0.13365806025,0.05806992929475,0.27083858484,0.04817399045487569
N111_H5_zero_full,H5,zero,sub-10860,theta,1.0,7.7687143859997505,7.5934273305,3.8627807223,12.66063277325,N111_H5_base_full,base,1.0,12.48213830685506,12.278362275,6.65807811275,19.56501098675,-4.713423920855309
N111_H5_zero_full,H5,zero,sub-10862,alpha,1.0,0.1163804467285711,0.088592926515,0.01063111325125,0.3793727858549997,N111_H5_base_full,base,1.0,0.0891707531582209,0.066854966265,0.0067152054451499,0.301103532545,0.027209693570350205
N111_H5_zero_full,H5,zero,sub-10862,kappa,1.0,0.2657160000456506,0.2484321683499999,0.09989879410475,0.5319989853624999,N111_H5_base_full,base,1.0,0.1775023315720175,0.1634475946,0.06519798252575,0.3664918365974999,0.0882136684736331
N111_H5_zero_full,H5,zero,sub-10862,theta,1.0,6.306056226133813,6.091535703,2.833513191875,11.066779604,N111_H5_base_full,base,1.0,10.327198616718936,10.03770085,4.7295499183250005,17.428394933499995,-4.021142390585124
N111_H5_zero_full,H5,zero,sub-10863,alpha,1.0,0.1146417323143828,0.08232800387,0.00700308916725,0.3951206950599999,N111_H5_base_full,base,1.0,0.0818801218331911,0.0601269283099999,0.005156887833125,0.277923411525,0.032761610481191694
N111_H5_zero_full,H5,zero,sub-10863,kappa,1.0,0.1529562803765225,0.1431181840499999,0.053711268127,0.3104556370824999,N111_H5_base_full,base,1.0,0.1123840022999374,0.10568623895,0.04576859841225,0.2153575363299999,0.0405722780765851
N111_H5_zero_full,H5,zero,sub-10863,theta,1.0,8.1223560851655,7.9678695665,4.0410077283,13.15951310675,N111_H5_base_full,base,1.0,13.062123147540373,12.874208045,7.182397751225,20.1047346545,-4.939767062374873
N111_H5_zero_full,H5,zero,sub-10866,alpha,1.0,0.0507025430426659,0.039182636455,0.00494736573235,0.1649688655624999,N111_H5_base_full,base,1.0,0.1042254519008007,0.0836543590949999,0.0101409491915,0.3232702750874999,-0.05352290885813479
N111_H5_zero_full,H5,zero,sub-10866,kappa,1.0,0.622515306671248,0.6136056023,0.10703883337,1.1771392106249994,N111_H5_base_full,base,1.0,0.0789858192420057,0.05414881082,0.0105746589929999,0.2869418443099999,0.5435294874292422
N111_H5_zero_full,H5,zero,sub-10866,theta,1.0,0.7293286210887745,0.56033543655,0.05152733821675,2.675673874949997,N111_H5_base_full,base,1.0,7.449583146521261,6.886992812,1.03655652655,17.325949097249996,-6.720254525432487
N111_H5_zero_full,H5,zero,sub-10875,alpha,1.0,0.0804456369983558,0.058592644825,0.005948539414675,0.28517301178,N111_H5_base_full,base,1.0,0.0780522556962619,0.0585678696,0.005412829317125,0.263493518925,0.0023933813020939054
N111_H5_zero_full,H5,zero,sub-10875,kappa,1.0,0.1481713161527702,0.1381880498,0.0491647943159999,0.3069224467225,N111_H5_base_full,base,1.0,0.113731135226965,0.10752067815,0.04912132409725,0.2115591878249999,0.03444018092580521
N111_H5_zero_full,H5,zero,sub-10875,theta,1.0,8.347521988881311,8.2081582275,4.185367567125,13.38859500975,N111_H5_base_full,base,1.0,13.209072875766626,12.986755285,7.37567767675,20.25677440675,-4.861550886885315
N111_H5_zero_full,H5,zero,sub-10881,alpha,1.0,0.0208783418154531,0.01673137663,0.0020065601216,0.0635694161312499,N111_H5_base_full,base,1.0,0.0425511899249331,0.033953753845,0.004355951561525,0.126819991295,-0.02167284810948
N111_H5_zero_full,H5,zero,sub-10881,kappa,1.0,2.4042123149044192,2.3500512675,1.273575477125,3.823385510625,N111_H5_base_full,base,1.0,1.2629964881031213,1.2352947115,0.40411794987,2.289570753975,1.141215826801298
N111_H5_zero_full,H5,zero,sub-10881,theta,1.0,0.1123776783233829,0.08886393659,0.002064176502025,0.3351524962349999,N111_H5_base_full,base,1.0,0.1495145271532811,0.084070771755,0.0004059781745175,0.493033573385,-0.03713684882989819
N111_H5_zero_full,H5,zero,sub-10886,alpha,1.0,0.1703277292522963,0.13079121335,0.01435236120625,0.5463912922724998,N111_H5_base_full,base,1.0,0.133731375311663,0.098991810185,0.0100383631442499,0.4547416709499999,0.03659635394063332
N111_H5_zero_full,H5,zero,sub-10886,kappa,1.0,0.1627187932562344,0.13650142705,0.0303430780615,0.4410662295549999,N111_H5_base_full,base,1.0,0.1040041157528211,0.085575864315,0.01947721476725,0.2955140757275,0.05871467750341329
N111_H5_zero_full,H5,zero,sub-10886,theta,1.0,4.948473200320749,4.6591028340000005,1.034412175125,10.536910111249998,N111_H5_base_full,base,1.0,8.571150533256569,8.223478245999999,2.11176460835,17.1136657655,-3.6226773329358197
N111_H5_zero_full,H5,zero,sub-10887,alpha,1.0,0.5380327720010958,0.5686280806,0.08279101574375,0.86643679415,N111_H5_base_full,base,1.0,0.4098243471589027,0.4112713140999999,0.0311395607295,0.8550581758175,0.12820842484219308
N111_H5_zero_full,H5,zero,sub-10887,kappa,1.0,0.182897364103984,0.16750265435,0.02765064834275,0.4258932620499999,N111_H5_base_full,base,1.0,0.082808380070441,0.06442711433,0.0123712239935,0.2447189877499999,0.100088984033543
N111_H5_zero_full,H5,zero,sub-10887,theta,1.0,3.3629072283139068,2.718056046,0.294293245,9.712921799799998,N111_H5_base_full,base,1.0,7.50182178105172,6.839724465,1.3432102175999998,17.04513242075,-4.138914552737813
N111_H5_zero_full,H5,zero,sub-10896,alpha,1.0,0.0600923815610742,0.04196331666,0.0051187857968,0.2335160853274999,N111_H5_base_full,base,1.0,0.0980317469562049,0.0715210511699999,0.00750947676785,0.3302816963974999,-0.037939365395130695
N111_H5_zero_full,H5,zero,sub-10896,kappa,1.0,0.7965962250840051,0.784829183,0.231501759855,1.465942595925,N111_H5_base_full,base,1.0,0.2275274956883847,0.19902826675,0.06450077989,0.5413956047199999,0.5690687293956204
N111_H5_zero_full,H5,zero,sub-10896,theta,1.0,2.144814974175025,1.8016251745,0.808127923215,5.613092801324999,N111_H5_base_full,base,1.0,7.421669793019,6.944613981,2.385713922725,15.112472072999998,-5.276854818843976
N111_H5_zero_full,H5,zero,sub-10897,alpha,1.0,0.0582971505017721,0.04300968387,0.005299214849825,0.1970814959949998,N111_H5_base_full,base,1.0,0.0593803817838099,0.045033291965,0.00469632806065,0.2006448201775,-0.0010832312820377998
N111_H5_zero_full,H5,zero,sub-10897,kappa,1.0,0.3786504209027742,0.34286997565,0.08837232870675,0.86506117564,N111_H5_base_full,base,1.0,0.2336891070484243,0.20793200175,0.060138665298,0.5519810566099999,0.14496131385434988
N111_H5_zero_full,H5,zero,sub-10897,theta,1.0,5.548732330008088,5.3394051815,1.967055242175,10.306353605,N111_H5_base_full,base,1.0,9.64310712007893,9.4034477795,3.856798373925,16.954669442749992,-4.094374790070843
N111_H5_zero_full,H5,zero,sub-10898,alpha,1.0,0.3601495690519563,0.362136475,0.0674421519645,0.6594938317,N111_H5_base_full,base,1.0,0.2744087766368606,0.25723688815,0.02207498796225,0.633858831215,0.08574079241509569
N111_H5_zero_full,H5,zero,sub-10898,kappa,1.0,0.2571912366743712,0.2451703458,0.08183104728325,0.5048854941099999,N111_H5_base_full,base,1.0,0.1389684544505168,0.12608237615,0.0437952841945,0.3014114510575,0.1182227822238544
N111_H5_zero_full,H5,zero,sub-10898,theta,1.0,4.959356770162131,4.651273401499999,1.66426607585,10.04488888375,N111_H5_base_full,base,1.0,9.063844551235436,8.670963482000001,3.584395358425,16.718444767999998,-4.1044877810733045
N111_H5_zero_full,H5,zero,sub-10908,alpha,1.0,0.1255828745846683,0.08478851955,0.008466001971425,0.4924636775449999,N111_H5_base_full,base,1.0,0.1085463089734604,0.07993645378,0.008519772041875,0.3887765117574996,0.017036565611207893
N111_H5_zero_full,H5,zero,sub-10908,kappa,1.0,0.0894067457747527,0.063577761165,0.01068117731875,0.3110806264999998,N111_H5_base_full,base,1.0,0.0470110099897811,0.039205241395,0.009337848017325,0.1330403240175,0.042395735784971605
N111_H5_zero_full,H5,zero,sub-10908,theta,1.0,4.87310803338241,4.4141540805,0.397608823425,11.870106668499998,N111_H5_base_full,base,1.0,9.882114414260784,9.618972698,2.549913836775,18.7979117955,-5.009006380878374
N111_H5_zero_full,H5,zero,sub-10918,alpha,1.0,0.0295758632503007,0.027972283985,0.00493720435985,0.0633273208927499,N111_H5_base_full,base,1.0,0.0405749642503079,0.039178436745,0.0075885107686,0.082478991137,-0.010999101000007196
N111_H5_zero_full,H5,zero,sub-10918,kappa,1.0,2.9355112584232503,2.876523537,1.7532544717,4.399894803525,N111_H5_base_full,base,1.0,1.8542845118963065,1.821173644,1.074024358925,2.826436934599999,1.0812267465269438
N111_H5_zero_full,H5,zero,sub-10918,theta,1.0,0.4824253043409249,0.4809695568,0.339878846155,0.6324662448624999,N111_H5_base_full,base,1.0,0.6046428329988376,0.6011425093,0.4098489951825,0.8204196882975,-0.12221752865791269
N111_H5_zero_full,H5,zero,sub-10924,alpha,1.0,0.0892367745591584,0.0627917863399999,0.00611646079095,0.3279356907675,N111_H5_base_full,base,1.0,0.0813594573139719,0.0619805712,0.006018992140775,0.2721225703949999,0.007877317245186505
N111_H5_zero_full,H5,zero,sub-10924,kappa,1.0,0.1122894853100698,0.1036971025,0.03367184538275,0.2393074422524999,N111_H5_base_full,base,1.0,0.090308646042673,0.08511011211,0.036924167013,0.1718528199399999,0.0219808392673968
N111_H5_zero_full,H5,zero,sub-10924,theta,1.0,8.12438915098522,7.9506672075,3.739264358075,13.517948002749996,N111_H5_base_full,base,1.0,12.76648163633125,12.560067115,6.84856936765,19.7529342455,-4.64209248534603
N111_H5_zero_full,H5,zero,sub-10926,alpha,1.0,0.0364465447073067,0.02890897959,0.0038091540678,0.1120538046549999,N111_H5_base_full,base,1.0,0.0425338307287279,0.034010792615,0.0041143833493,0.1275514624949999,-0.006087286021421202
N111_H5_zero_full,H5,zero,sub-10926,kappa,1.0,1.6583449767275924,1.6088901325,0.487163983525,3.1022040798750004,N111_H5_base_full,base,1.0,1.2535632970672477,1.226851045,0.1926776801175,2.392581375175,0.40478167966034473
N111_H5_zero_full,H5,zero,sub-10926,theta,1.0,0.7779835570247685,0.684785967,0.3630493184575,1.7210318672499996,N111_H5_base_full,base,1.0,1.0846251988693223,0.83199234275,0.43392379091,3.545320892849997,-0.3066416418445538
N111_H5_zero_full,H5,zero,sub-10928,alpha,1.0,0.0505904889650769,0.038018797885,0.002897359304175,0.168376183715,N111_H5_base_full,base,1.0,0.0803573071175704,0.06598844286,0.008082523340775,0.2274765300849999,-0.029766818152493497
N111_H5_zero_full,H5,zero,sub-10928,kappa,1.0,7.411440306572574,6.471592917,2.31652736215,18.14395819,N111_H5_base_full,base,1.0,4.326409417307544,3.79813062,1.522655834225,10.394204013999998,3.08503088926503
N111_H5_zero_full,H5,zero,sub-10928,theta,1.0,0.4868764097475812,0.4850118236499999,0.358516649425,0.6327178729049999,N111_H5_base_full,base,1.0,0.534163391838003,0.521733639,0.3526557330975,0.78807587342,-0.047286982090421814
N111_H5_zero_full,H5,zero,sub-10929,alpha,1.0,0.1218671865678762,0.09387400987,0.01074091288575,0.3932831108149999,N111_H5_base_full,base,1.0,0.1296043309464293,0.1001674315499999,0.0106653681095,0.4136568674024999,-0.007737144378553107
N111_H5_zero_full,H5,zero,sub-10929,kappa,1.0,0.3944321942821439,0.3333827428,0.045728956801,1.058461828725,N111_H5_base_full,base,1.0,0.1387328897564791,0.10465494785,0.02198931553275,0.4426746396349998,0.2556993045256648
N111_H5_zero_full,H5,zero,sub-10929,theta,1.0,2.6465875636120373,1.8939896415,0.29441942775,8.526342027325,N111_H5_base_full,base,1.0,7.217887817655455,6.639201938,1.24283168485,16.08458796275,-4.571300254043417
N111_H5_zero_full,H5,zero,sub-10930,alpha,1.0,0.0966409402320823,0.08339207402,0.0117904586645,0.2500537211025,N111_H5_base_full,base,1.0,0.0982814786910054,0.08423770211,0.01036612344875,0.25932979972,-0.001640538458923091
N111_H5_zero_full,H5,zero,sub-10930,kappa,1.0,0.3760369961860112,0.34459691135,0.112487200755,0.8028403256475,N111_H5_base_full,base,1.0,0.1795839916438069,0.1627323647,0.0610471884582499,0.3906793234749999,0.19645300454220432
N111_H5_zero_full,H5,zero,sub-10930,theta,1.0,4.444401082039287,4.1110495285,1.626289547275,9.111333879675,N111_H5_base_full,base,1.0,9.060671302184437,8.727726162500002,3.7243857175,16.3599417235,-4.616270220145149
N111_H5_zero_full,H5,zero,sub-10938,alpha,1.0,0.1260695644673075,0.10184380255,0.0116866295325,0.3704688199675,N111_H5_base_full,base,1.0,0.0903121711883361,0.070388547665,0.0072521045627,0.2879136494799999,0.0357573932789714
N111_H5_zero_full,H5,zero,sub-10938,kappa,1.0,0.2262105031557012,0.2075250184,0.0729093195225,0.4789642253675,N111_H5_base_full,base,1.0,0.1416733770603731,0.1304630507,0.0528881660505,0.2940620965924999,0.0845371260953281
N111_H5_zero_full,H5,zero,sub-10938,theta,1.0,6.001541444308889,5.744966057499999,2.4729677516,10.898637013499997,N111_H5_base_full,base,1.0,10.535006872316565,10.274921605,4.8616192938000005,17.78524470175,-4.533465428007676
N111_H5_zero_full,H5,zero,sub-10940,alpha,1.0,0.1965663064824476,0.15339359315,0.01581478391575,0.60946102348,N111_H5_base_full,base,1.0,0.1548270140745654,0.1178050941999999,0.01138523704475,0.5125117866524997,0.04173929240788221
N111_H5_zero_full,H5,zero,sub-10940,kappa,1.0,0.1043857996519495,0.0768943576149999,0.0118038967274999,0.340263609795,N111_H5_base_full,base,1.0,0.0469398433793959,0.03602705915,0.0075835906839499,0.1510064218725,0.0574459562725536
N111_H5_zero_full,H5,zero,sub-10940,theta,1.0,3.7492225009166233,2.9864821495,0.171578154835,10.863246159749998,N111_H5_base_full,base,1.0,8.807992090086291,8.4942602985,1.365796106025,18.3963677115,-5.058769589169668
N111_H5_zero_full,H5,zero,sub-10950,alpha,1.0,0.2106538600522984,0.1465170344,0.014855293171,0.7124575035724999,N111_H5_base_full,base,1.0,0.1715408299217354,0.122433273,0.0134203784345,0.5955183481474998,0.039113030130563
N111_H5_zero_full,H5,zero,sub-10950,kappa,1.0,0.1241549824566526,0.0922172445249999,0.01949323556625,0.4028788383199998,N111_H5_base_full,base,1.0,0.0685955172909843,0.0575506974749999,0.01652947194875,0.18396573124,0.0555594651656683
N111_H5_zero_full,H5,zero,sub-10950,theta,1.0,4.866679024785925,4.439372504,0.67906065977,11.381197513749996,N111_H5_base_full,base,1.0,9.397422696726425,9.083275301,2.8791221422,17.937208916499998,-4.5307436719405
N111_H5_zero_full,H5,zero,sub-10951,alpha,1.0,0.020647902545037,0.016192292645,0.0017510007080499,0.06410973627325,N111_H5_base_full,base,1.0,0.0274986853290389,0.02238494574,0.00240139687255,0.07940087662675,-0.006850782784001898
N111_H5_zero_full,H5,zero,sub-10951,kappa,1.0,3.4038127156048503,3.3105657045,1.9090056092,5.44883105275,N111_H5_base_full,base,1.0,2.1698242756443564,2.134808881,1.2669303913,3.31277745195,1.233988439960494
N111_H5_zero_full,H5,zero,sub-10951,theta,1.0,2.589186470807156,2.2572168085,0.9539447185475,6.099327126799996,N111_H5_base_full,base,1.0,4.397835257575643,3.897066041,1.44650715505,9.956622509425,-1.808648786768487
N111_H5_zero_full,H5,zero,sub-10952,alpha,1.0,0.0869805078042979,0.066037132625,0.006118835099025,0.2811007097274999,N111_H5_base_full,base,1.0,0.0858368161972424,0.067658076575,0.006907805183125,0.2632508431974999,0.0011436916070555053
N111_H5_zero_full,H5,zero,sub-10952,kappa,1.0,0.2461962804004717,0.22044429055,0.05402585235325,0.5878920482825,N111_H5_base_full,base,1.0,0.1652258848572648,0.15033893925,0.04754560369825,0.367754162545,0.0809703955432069
N111_H5_zero_full,H5,zero,sub-10952,theta,1.0,6.684462966214669,6.482384652,2.527183515375,11.908307372499998,N111_H5_base_full,base,1.0,10.736426139331376,10.528049165,4.9397170661750005,17.99827135775,-4.051963173116707
N111_H5_zero_full,H5,zero,sub-10953,alpha,1.0,0.0328715994358933,0.026887103395,0.003043244848025,0.0942522506474999,N111_H5_base_full,base,1.0,0.0324369420965473,0.027524235475,0.002937009847275,0.0891442769084999,0.0004346573393460007
N111_H5_zero_full,H5,zero,sub-10953,kappa,1.0,3.512754374189338,3.385774163,1.806828753125,5.9645625198,N111_H5_base_full,base,1.0,3.3301026594278125,3.2228191235,1.862032605125,5.33950777465,0.18265171476152542
N111_H5_zero_full,H5,zero,sub-10953,theta,1.0,1.327328718819225,1.2264059525,0.76303000177,2.44817610975,N111_H5_base_full,base,1.0,1.3589662909825688,1.2711873185,0.8015679192425,2.454881863124999,-0.03163757216334373
N111_H5_zero_full,H5,zero,sub-10954,alpha,1.0,0.1739228370417534,0.11968387415,0.0117907509335,0.6189669267974999,N111_H5_base_full,base,1.0,0.2009016398298061,0.14136329995,0.0138078936545,0.6662309005574998,-0.026978802788052703
N111_H5_zero_full,H5,zero,sub-10954,kappa,1.0,0.4420648101115906,0.4192107794499999,0.040694487515,0.98615759247,N111_H5_base_full,base,1.0,0.2471423774704389,0.2289672863,0.00753694094615,0.634468521975,0.1949224326411517
N111_H5_zero_full,H5,zero,sub-10954,theta,1.0,0.498551236245198,0.17864375725,0.005035807532225,3.891374403299996,N111_H5_base_full,base,1.0,1.8437769043543464,0.2954946397,0.0016588876271,14.423612045999995,-1.3452256681091483
N111_H5_zero_full,H5,zero,sub-10956,alpha,1.0,0.019727864557059,0.016303278275,0.0022286612745,0.0574798902362499,N111_H5_base_full,base,1.0,0.0329547209213244,0.026243342305,0.002764710688125,0.1020319175124999,-0.013226856364265398
N111_H5_zero_full,H5,zero,sub-10956,kappa,1.0,1.5706420054209438,1.5507350285,0.8467258889525,2.3907717214,N111_H5_base_full,base,1.0,0.7195433244000987,0.70630122605,0.2814749046225,1.250516933375,0.8510986810208451
N111_H5_zero_full,H5,zero,sub-10956,theta,1.0,3.491182906399463,3.202719913,1.3090665006,7.282565575099999,N111_H5_base_full,base,1.0,6.981951734203063,6.607874548,2.7053351687,13.335310679249998,-3.4907688278036004
N111_H5_zero_full,H5,zero,sub-10958,alpha,1.0,0.0248769106708966,0.02040683175,0.002956481466675,0.0723121791687499,N111_H5_base_full,base,1.0,0.0355251897992524,0.0287597204449999,0.003738860071325,0.1051048747449999,-0.010648279128355798
N111_H5_zero_full,H5,zero,sub-10958,kappa,1.0,1.180834152514339,1.1663548165000002,0.4998814641225,1.92579293955,N111_H5_base_full,base,1.0,0.8027499561488651,0.79859217695,0.1915050353825,1.4208086654249998,0.37808419636547397
N111_H5_zero_full,H5,zero,sub-10958,theta,1.0,0.5857769845875124,0.5558879593,0.2568960202799999,1.05701088475,N111_H5_base_full,base,1.0,0.9049185084079314,0.73676384965,0.3231609227325,2.1864522893999987,-0.31914152382041905
N111_H5_zero_full,H5,zero,sub-10969,alpha,1.0,0.0681652407873445,0.04664161757,0.0056003326507,0.272624835425,N111_H5_base_full,base,1.0,0.1279181281441552,0.086472902055,0.008862550782125,0.5057522804199999,-0.05975288735681071
N111_H5_zero_full,H5,zero,sub-10969,kappa,1.0,0.5224679943543583,0.5176052829,0.05519739856525,1.0333647817749996,N111_H5_base_full,base,1.0,0.1392256403684583,0.09374769718,0.0055795957672,0.4737515677149999,0.3832423539859
N111_H5_zero_full,H5,zero,sub-10969,theta,1.0,0.4704521491019655,0.24798374785,0.010247947749,2.769939192524999,N111_H5_base_full,base,1.0,4.135730256635908,1.628257762,0.02012481454275,16.930691512,-3.6652781075339425
N111_H5_zero_full,H5,zero,sub-10974,alpha,1.0,0.1202325112983379,0.090207461515,0.009290481817725,0.3971325788499998,N111_H5_base_full,base,1.0,0.1277737802029569,0.0998961453299999,0.01084635809625,0.4051134292299999,-0.0075412689046190085
N111_H5_zero_full,H5,zero,sub-10974,kappa,1.0,0.2268024441095024,0.17252193925,0.02473737050225,0.711006522605,N111_H5_base_full,base,1.0,0.0912033939316188,0.07064256776,0.01387808847625,0.2893529355124999,0.1355990501778836
N111_H5_zero_full,H5,zero,sub-10974,theta,1.0,3.5999600222881574,2.894570447,0.2414427351625,10.245752813749998,N111_H5_base_full,base,1.0,8.140861217336976,7.7496393805,1.443792272525,17.1941577845,-4.540901195048819
N111_H5_zero_full,H5,zero,sub-10977,alpha,1.0,0.0321826836621413,0.025809172565,0.00298769022945,0.09732322107375,N111_H5_base_full,base,1.0,0.0520931833561011,0.04122929005,0.005057210575,0.1672197780725,-0.019910499693959804
N111_H5_zero_full,H5,zero,sub-10977,kappa,1.0,2.0198766740039824,1.947263694,0.8160672850675,3.627518416875,N111_H5_base_full,base,1.0,1.0101647162389746,0.97830348035,0.1439800576875,2.0644898616750003,1.0097119577650078
N111_H5_zero_full,H5,zero,sub-10977,theta,1.0,0.7622916006614182,0.7148847503,0.4193806784925,1.3811358299499998,N111_H5_base_full,base,1.0,1.5087978650255,1.137674379,0.559933565515,5.537924125425,-0.7465062643640819
N111_H5_zero_full,H5,zero,sub-10983,alpha,1.0,0.0234663554785153,0.02064072212,0.00257703401385,0.0596046269749999,N111_H5_base_full,base,1.0,0.0511424421409657,0.043235229835,0.00554531692885,0.1443296970049999,-0.0276760866624504
N111_H5_zero_full,H5,zero,sub-10983,kappa,1.0,3.0478772519255,2.996660823,1.9137290259,4.47565096445,N111_H5_base_full,base,1.0,1.1473729671628667,1.12607263,0.516587329885,1.8856488962749995,1.9005042847626334
N111_H5_zero_full,H5,zero,sub-10983,theta,1.0,0.2646793797704886,0.27022702605,0.076608131477,0.4120054481075,N111_H5_base_full,base,1.0,0.3385538165505544,0.3441614763,0.01343240598125,0.6659090040249999,-0.07387443678006578
N111_H5_zero_full,H5,zero,sub-10984,alpha,1.0,0.0277431771453616,0.02375874226,0.003750879865775,0.0738731664704999,N111_H5_base_full,base,1.0,0.0445568138721324,0.03626215218,0.0049925172948,0.1348376388274999,-0.016813636726770803
N111_H5_zero_full,H5,zero,sub-10984,kappa,1.0,0.9929954783143582,0.9854451557,0.3441521157325,1.7131348650999998,N111_H5_base_full,base,1.0,0.3542733826515993,0.31243819275,0.0846055705432499,0.8450213479675,0.6387220956627588
N111_H5_zero_full,H5,zero,sub-10984,theta,1.0,2.0044124171078,1.762190629,0.9512899009325,4.4852832002000005,N111_H5_base_full,base,1.0,5.996438062896356,5.276911111,1.921695162825,13.837025025249998,-3.992025645788556
N111_H5_zero_full,H5,zero,sub-11005,alpha,1.0,0.1712388008516772,0.11884122435,0.01406972273625,0.6378626546899998,N111_H5_base_full,base,1.0,0.1482017837320861,0.11032552765,0.0123509016755,0.5168446130574997,0.023037017119591108
