model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,participant_id,theta,theta_stranger,lapse,side_bias,rho,preference_stranger
M5_lapse,83,4,-52.847766243130394,113.69553248626079,114.2083529990813,123.37089491744717,0.011879633197840484,0.08140710504791104,True,100,100,91,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09024505535844812,0.629198621710863,sub-10584,0.0,,0.2,,,
M2_side,83,3,-50.77061508397698,107.54123016795396,107.84502763630839,114.79775199134374,0.06536626834695325,0.1175118722345061,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08331947721227836,0.4640437072908268,sub-10584,,,,0.48545916740241507,,
M5_side,83,4,-50.77061508397698,109.54123016795396,110.05405068077447,119.21659259914034,0.04798440038443562,0.1175118722345061,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08331948287822119,0.4640437192010916,sub-10584,0.0,,,0.48545916339007716,,
M2_power,83,3,-51.4151764272038,108.8303528544076,109.13415032276203,116.08687467779738,0.054162588185241674,0.10630819207279452,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4860157662889417,1.3381988160186782,sub-10584,,,,,0.24850615682753097,
M5_power,83,4,-51.4151764272038,110.8303528544076,111.3431733672281,120.505715285594,0.03678072022272404,0.10630819207279452,True,100,100,86,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4860157594641027,1.3381988313803925,sub-10584,0.0,,,,0.24850614964097426,
M5_kappa100,83,3,-52.892812995629164,111.78562599125833,112.08942345961276,119.04214781464812,0.028478504456284283,0.08062410834383715,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08723132754368168,0.47293565891647854,sub-10584,0.0,,,,,
M4_ratingcentered,83,3,-52.89281299562915,111.7856259912583,112.08942345961273,119.04214781464809,0.02847850445628453,0.08062410834383738,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08723133350165237,0.4729356577203782,sub-10584,0.0,,,,,
preference,83,4,-50.2192345984834,108.4384691969668,108.95128970978732,118.1138316281532,0.05756842318039379,0.12709589503046437,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4717294661391196,0.1647522118038026,sub-10584,-1.7072209463935675,,,,,-0.01928651800249163
M2_reset,84,2,-58.22453818317913,120.44907636635826,120.59722451450641,125.31070996404489,-0.034352887817863685,-3.0058919360254066e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10585,,,,,,
M5_reset,84,3,-51.576136727525025,109.15227345505005,109.45227345505005,116.44472385158,0.0626580737181146,0.1141828966070062,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14609458196780095,0.15913575305316663,sub-10585,5.0,,,,,
M5_signed,84,3,-51.54561235688672,109.09122471377344,109.39122471377344,116.38367511030339,0.0631823279817591,0.11470715087065064,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15593413179314927,0.1618337105137256,sub-10585,5.0,,,,,
M7_signed,84,4,-48.65385045758078,105.30770091516156,105.81403002908561,115.03096811053481,0.09567322691832299,0.16437299077017842,True,100,100,99,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11680995194937761,0.1786578243661624,sub-10585,5.0,2.0333490144430324,,,,
M4_signed,84,3,-49.5606468209685,105.121293641937,105.421293641937,112.41374403846694,0.09727399387467243,0.148798816763564,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.1185159374730356,sub-10585,0.6616998751585627,,,,,
M2_lapse,84,3,-58.22449117763137,122.44898235526274,122.74898235526274,129.74143275179267,-0.05152702146331988,-2.198574428291522e-06,True,100,100,100,alpha;kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.9999999999999999,1e-05,sub-10585,,,0.2,,,
M5_lapse,84,4,-51.54561235688673,111.09122471377346,111.59755382769751,120.81449190914671,0.04600738701879513,0.11470715087065053,True,100,100,99,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15593412846633795,0.1618337098062312,sub-10585,5.0,,0.0,,,
M2_side,84,3,-58.22452318351957,122.44904636703914,122.74904636703914,129.74149676356907,-0.0515275711625602,-2.7482736686401665e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10585,,,,2.6190190502506837e-06,,
M5_side,84,4,-51.53197251416799,111.06394502833598,111.57027414226003,120.78721222370923,0.04624165051223358,0.114941414364089,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1567255035181864,0.16205663730909786,sub-10585,5.0,,,0.0389260240175478,,
M2_power,84,3,-55.767045671121195,117.53409134224239,117.83409134224239,124.82654173877233,-0.009320539969306818,0.04220428291958478,True,100,100,1,kappa;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.09471485502952544,0.0017493877206298007,sub-10585,,,,,3.0,
M5_power,84,4,-50.13751658811386,108.27503317622772,108.78136229015178,117.99830037160098,0.07019134871766831,0.1388911125695237,True,100,100,97,theta;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23441378105215746,0.18350299128863956,sub-10585,5.0,,,,0.2,
M5_kappa100,84,3,-51.545612356886735,109.09122471377347,109.39122471377347,116.38367511030341,0.06318232798175885,0.11470715087065042,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15593412439364174,0.1618337112753112,sub-10585,5.0,,,,,
M4_ratingcentered,84,3,-49.56064682096849,105.12129364193699,105.42129364193698,112.41374403846693,0.09727399387467256,0.1487988167635641,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.05499431242335,sub-10585,0.9779775740252323,,,,,
preference,84,4,-48.62371973250742,105.24743946501484,105.75376857893889,114.97070666038809,0.0961907203426293,0.1648904841944847,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16690948731231364,0.08174144687798145,sub-10585,5.0,,,,,2.1505686672793796
M2_reset,84,2,-58.22448702205552,120.44897404411104,120.59712219225919,125.31060764179767,-0.03435200912858612,-2.1272026584640003e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.36306396662437185,1e-05,sub-10589,,,,,,
M5_reset,84,3,-49.55344056551989,105.10688113103978,105.40688113103978,112.39933152756973,0.09739776088656632,0.14892258377545786,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1669999054275505,0.19635445961025716,sub-10589,5.0,,,,,
M5_signed,84,3,-50.08389088340411,106.16778176680822,106.46778176680822,113.46023216333816,0.08828730799311948,0.13981213088201105,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06593411673107513,0.17810268731641613,sub-10589,5.0,,,,,
M7_signed,84,4,-48.76192207249327,105.52384414498654,106.0301732589106,115.2471113403598,0.09381710331242882,0.16251686716428426,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0486133730584453,0.19355196224570984,sub-10589,5.0,1.2283844795687506,,,,
M4_signed,84,3,-49.22577753550275,104.4515550710055,104.7515550710055,111.74400546753544,0.10302535408285658,0.1545501769717481,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.005942239294695312,1.2628385103485051,sub-10589,2.5912752943998725,,,,,
M2_lapse,84,3,-58.22445390900145,122.4489078180029,122.74890781800289,129.74135821453282,-0.05152638137680116,-1.5584879096142146e-06,True,100,100,100,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.42221672472927163,1e-05,sub-10589,,,0.2,,,
M5_lapse,84,4,-48.82616586784443,105.65233173568886,106.15866084961291,115.37559893106211,0.09271371992003591,0.16141348377189135,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18901696675206342,0.4166845877475606,sub-10589,5.0,,0.19791328579536074,,,
M2_side,84,3,-58.20066776533829,122.40133553067658,122.70133553067657,129.6937859272065,-0.05111785576364983,0.0004069671252416862,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4163318328718109,1e-05,sub-10589,,,,0.04762513079565584,,
M5_side,84,4,-49.657034863045546,107.31406972609109,107.82039884001514,117.03733692146434,0.07844359397949967,0.14714335783135502,True,100,100,97,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.06179822686098314,0.18632128540352366,sub-10589,5.0,,,0.22479662258566369,,
M2_power,84,3,-57.29703574294071,120.59407148588141,120.89407148588141,127.88652188241136,-0.03559802912672776,0.01592679376216377,True,100,100,1,kappa;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.26103520394646995,0.0008551102677858347,sub-10589,,,,,3.0,
M5_power,84,4,-48.25122205582785,104.5024441116557,105.00877322557976,114.22571130702896,0.10258834594844202,0.1712881098002974,True,100,100,99,rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02679649683685869,0.5785274168051817,sub-10589,1.8180388159771477,,,,0.2,
M5_kappa100,84,3,-50.08389088340411,106.16778176680822,106.46778176680822,113.46023216333816,0.08828730799311948,0.13981213088201105,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06593412632919869,0.17810268715132604,sub-10589,5.0,,,,,
M4_ratingcentered,84,3,-58.224476595336036,122.44895319067207,122.74895319067207,129.741403587202,-0.05152677101325839,-1.9481243669350334e-06,True,100,100,97,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4222063590632574,1e-05,sub-10589,0.0,,,,,
preference,84,4,-48.111141305342485,104.22228261068497,104.72861172460902,113.94554980605822,0.10499422456807588,0.17369398841993122,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3836740599111051,0.09836252605735982,sub-10589,5.0,,,,,0.9350317670347564
M2_reset,84,2,-56.885238993359074,117.77047798671815,117.9186261348663,122.63211158440478,-0.011350503300958948,0.022999378624968703,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.0927194288676525,sub-10590,,,,,,
M5_reset,84,3,-36.3132019111865,78.626403822373,78.926403822373,85.91885421890295,0.3247980781102942,0.37632290099918575,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1504192829122772,1.0733313508596254,sub-10590,2.30529870630932,,,,,
M5_signed,84,3,-36.55495521814172,79.10991043628344,79.40991043628344,86.40236083281339,0.3206459793357371,0.3721708022246286,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1844117667404188,0.8841208604697681,sub-10590,2.9309710164044467,,,,,
M7_signed,84,4,-33.83400563225212,75.66801126450424,76.1743403784283,85.3912784598775,0.350203186873628,0.41890295072548345,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07364165807570992,1.8847327619803627,sub-10590,1.3343895776774144,0.36788188576165065,,,,
M4_signed,84,3,-39.43408814733023,84.86817629466046,85.16817629466046,92.1606266911904,0.27119704125239924,0.3227218641412908,True,100,100,71,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.00576696142773908,3.32473462809296,sub-10590,0.6693857930758843,,,,,
M2_lapse,84,3,-56.45319675294041,118.90639350588081,119.20639350588081,126.19884390241076,-0.021105144291225557,0.030419678597666033,True,100,100,100,alpha;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.13720538127790366,sub-10590,,,0.2,,,
M5_lapse,84,4,-36.55495521814172,81.10991043628344,81.6162395502075,90.8331776316567,0.3034710383727732,0.3721708022246286,True,100,100,100,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18441176772873727,0.8841208640989907,sub-10590,2.930971069551787,,0.0,,,
M2_side,84,3,-56.02074917086633,118.04149834173266,118.34149834173266,125.3339487382626,-0.013677882599526838,0.03784694028936475,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.10772421030400861,sub-10590,,,,-0.21458710434248174,,
M5_side,84,4,-36.03369422260258,80.06738844520515,80.57371755912921,89.79065564057841,0.3124236651974538,0.3811234290493092,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19553315383342917,0.8663232022582918,sub-10590,3.1497616759220937,,,-0.29776734403946625,,
M2_power,84,3,-56.45907682952015,118.9181536590403,119.2181536590403,126.21060405557024,-0.021206134259340346,0.030318688629551227,True,100,100,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.15712081140625117,sub-10590,,,,,0.8173664258729821,
M5_power,84,4,-33.608916620587344,75.21783324117469,75.72416235509874,84.94110043654794,0.35406907736038246,0.4227688412122379,True,100,100,99,theta;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5060759989533716,2.277790986829607,sub-10590,5.0,,,,0.2,
M5_kappa100,84,3,-36.554955218141714,79.10991043628343,79.40991043628343,86.40236083281337,0.3206459793357372,0.3721708022246287,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18441176661157407,0.8841208615557647,sub-10590,2.93097098828582,,,,,
M4_ratingcentered,84,3,-39.13161175563304,84.26322351126608,84.56322351126607,91.55567390779602,0.27639205542248885,0.3279168783113804,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04687489480042217,1.0690416117971682,sub-10590,1.0342232830963156,,,,,
preference,84,4,-34.54497387944299,77.08994775888598,77.59627687281004,86.81321495425924,0.33799234920158294,0.40669211305343833,True,100,100,2,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06878331896653196,2.041634055300481,sub-10590,0.5707785070177245,,,,,0.1985546323983221
M2_reset,82,2,-56.83825132127485,117.6765026425497,117.82840137672692,122.48994113707822,-0.03519089507050897,-3.211146387904762e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10596,,,,,,
M5_reset,82,3,-46.14166775032554,98.28333550065108,98.59102780834338,105.50349324244384,0.13540926384868585,0.18819078973486747,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.22769760585599189,sub-10596,5.0,,,,,
M5_signed,82,3,-46.141667750325546,98.28333550065109,98.5910278083434,105.50349324244385,0.1354092638486857,0.18819078973486725,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.22769760425279995,sub-10596,5.0,,,,,
M7_signed,82,4,-32.59405339775564,73.18810679551127,73.7075873149918,82.81498378456828,0.35617000776868313,0.4265453756169253,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3626954498498311,sub-10596,5.0,3.1126870375199536,,,,
M4_signed,82,3,-32.58990728028724,71.17981456057448,71.48750686826679,78.39997230236725,0.37383679586623875,0.4266183217524203,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.9210816205242667,sub-10596,1.3998975728683045,,,,,
M2_lapse,82,3,-56.83819681615946,119.67639363231892,119.98408594001123,126.89655137411168,-0.05278377807818314,-2.2521920015616814e-06,True,100,100,100,alpha;kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1.0000000000294643e-05,sub-10596,,,0.2,,,
M5_lapse,82,4,-46.14166775032554,100.28333550065108,100.8028160201316,109.91021248970809,0.1178154218866253,0.18819078973486747,True,100,100,99,alpha;theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.22769760585615853,sub-10596,5.0,,0.0,,,
M2_side,82,3,-56.740646677944724,119.48129335588945,119.78898566358176,126.70145109768221,-0.051067496363055916,0.0017140295231257152,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10596,,,,0.09762968912385259,,
M5_side,82,4,-45.55363613816621,99.10727227633242,99.62675279581295,108.73414926538943,0.12816115713965218,0.19853652498789431,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.24036206179474745,sub-10596,5.0,,,0.27620468093617667,,
M2_power,82,3,-50.330944231591914,106.66188846318383,106.96958077087614,113.88204620497659,0.06170379550190819,0.11448532138808976,True,100,100,6,rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.059360944453484214,0.003260351345034583,sub-10596,,,,,3.0,
M5_power,82,4,-43.52932474934212,95.05864949868425,95.57813001816477,104.68552648774126,0.16377657179662244,0.23415193964486458,True,100,99,92,alpha;theta;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2952360048920305,sub-10596,5.0,,,,0.2,
M5_kappa100,82,3,-46.14166775032554,98.28333550065108,98.59102780834338,105.50349324244384,0.13540926384868585,0.18819078973486747,True,100,99,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2276976060319526,sub-10596,5.0,,,,,
M4_ratingcentered,82,3,-39.11296599183161,84.22593198366322,84.53362429135552,91.44608972545598,0.259071131786085,0.31185265767226655,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0019346071943388838,0.23668926561122078,sub-10596,5.0,,,,,
preference,82,4,-31.98887563464546,71.97775126929092,72.49723178877144,81.60462825834793,0.3668174096917969,0.43719277754003905,True,100,100,54,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.16568111517964187,sub-10596,5.0,,,,,3.2463217976401824
M2_reset,84,2,-56.82808160975867,117.65616321951734,117.80431136766549,122.51779681720396,-0.010368828612024516,0.02398105331390321,True,100,100,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06781156786316851,0.2838244575897033,sub-10603,,,,,,
M5_reset,84,3,-48.45740357599649,102.91480715199297,103.21480715199297,110.20725754852292,0.11622213147485544,0.16774695436374698,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05042231645683222,0.8407399663489072,sub-10603,0.9934248484451395,,,,,
M5_signed,84,3,-48.04724220195224,102.09448440390447,102.39448440390447,109.38693480043442,0.12326662885935356,0.17479145174824506,True,100,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.06779723615534673,0.7972446166528103,sub-10603,1.0383876587587613,,,,,
M7_signed,84,4,-47.676847370331984,103.35369474066397,103.86002385458802,113.07696193603722,0.1124531972624545,0.1811529611143099,True,100,100,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07492756972650154,0.6262394505473641,sub-10603,1.185225921866465,-0.3570341369551626,,,,
M4_signed,84,3,-54.36724085761519,114.73448171523037,115.03448171523037,122.02693211176032,0.014721025062331505,0.06624584795122301,True,100,100,57,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04448722264716125,1.289679382149149,sub-10603,0.4898536699725441,,,,,
M2_lapse,84,3,-56.42162885065118,118.84325770130236,119.14325770130236,126.1357080978323,-0.020562967433083498,0.030961855455808096,True,100,100,96,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08461619882689272,0.38791169699286254,sub-10603,,,0.2,,,
M5_lapse,84,4,-48.04724220195224,104.09448440390447,104.60081351782853,113.81775159927773,0.10609168789638972,0.17479145174824506,True,100,100,100,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0677972377928849,0.7972446176841587,sub-10603,1.0383876301120847,,0.0,,,
M2_side,84,3,-56.434473468050356,118.86894693610071,119.16894693610071,126.16139733263066,-0.020783572978606182,0.030741249910285373,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08224768385262146,0.3019987028169436,sub-10603,,,,-0.022562349072750558,,
M5_side,84,4,-48.035182735975965,104.07036547195193,104.57669458587598,113.79363266732518,0.10629880851257704,0.1749985723644325,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06795179966468484,0.7997337432943827,sub-10603,1.0356161633375356,,,-0.03864973600215902,,
M2_power,84,3,-54.80164823381656,115.60329646763311,115.90329646763311,122.89574686416306,0.007260104022196936,0.0587849269110885,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.054832481945778416,0.3287284498260762,sub-10603,,,,,1.462417824755336,
M5_power,84,4,-47.07601124331682,102.15202248663364,102.6583516005577,111.8752896820069,0.12277252227235579,0.1914722861242112,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05150811193544325,0.7269611261926014,sub-10603,1.124659386258088,,,,1.2684579005091827,
M5_kappa100,84,3,-48.04724220195226,102.09448440390452,102.39448440390451,109.38693480043446,0.1232666288593532,0.17479145174824473,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.067797239493652,0.7972446176157776,sub-10603,1.038387631438853,,,,,
M4_ratingcentered,84,3,-54.95726809177087,115.91453618354174,116.21453618354174,123.20698658007169,0.004587342149166781,0.05611216503805838,True,100,100,78,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0645022179264851,0.6786649513578529,sub-10603,0.45754658692210565,,,,,
preference,84,4,-47.91556659235146,103.83113318470292,104.33746229862697,113.55440038007617,0.10835320871754532,0.17705297256940078,True,100,100,81,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0785544928092707,0.6249679340346586,sub-10603,0.5685613626174675,,,,,-0.1841358176226288
M2_reset,81,2,-56.14535162689932,116.29070325379864,116.4445494076448,121.07960156314351,-0.03562975855398367,-7.658778947483569e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1e-05,sub-10606,,,,,,
M5_reset,81,3,-47.10882875321356,100.21765750642712,100.52934581811543,107.40100497044443,0.1075091512714135,0.16094230093396766,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.19377212266507798,sub-10606,5.0,,,,,
M5_signed,81,3,-47.10882875321355,100.2176575064271,100.52934581811542,107.40100497044442,0.10750915127141362,0.16094230093396789,True,100,100,87,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.19377212265168878,sub-10606,5.0,,,,,
M7_signed,81,4,-31.485861318411533,70.97172263682307,71.49803842629676,80.54951925551282,0.3679595537562244,0.4392037533062968,True,100,100,99,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2924506877737929,sub-10606,5.0,5.0,,,,
M4_signed,81,3,-12.796306169299815,31.59261233859963,31.90430065028794,38.775959802616946,0.7186512027800916,0.7720843524426457,True,100,100,96,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.6456611029138019,sub-10606,5.0,,,,,
M2_lapse,81,3,-56.14522363494146,118.29044726988292,118.60213558157123,125.47379473390023,-0.05343852877035508,-5.379107800962402e-06,True,100,100,100,alpha;kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1.000000000014384e-05,sub-10606,,,0.2,,,
M5_lapse,81,4,-47.10882875321356,102.21765750642712,102.7439732959008,111.79545412511688,0.08969810138389543,0.16094230093396766,True,100,100,79,alpha;theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.19377212265561936,sub-10606,5.0,,0.0,,,
M2_side,81,3,-55.09754667258166,116.19509334516331,116.50678165685163,123.37844080918063,-0.034778302127761264,0.018654847534792962,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10606,,,,0.32378972776965703,,
M5_side,81,4,-46.79682022103477,101.59364044206954,102.11995623154323,111.1714370607593,0.0952553009158631,0.1664995004659353,True,100,100,82,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.1895549944246717,sub-10606,5.0,,,0.1962704219847918,,
M2_power,81,3,-31.647225692593768,69.29445138518753,69.60613969687584,76.47779884920485,0.3828965347251147,0.43632968438766884,True,100,100,8,alpha;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.008846349517577325,sub-10606,,,,,3.0,
M5_power,81,4,-31.24663686149534,70.49327372299068,71.01958951246436,80.07107034168044,0.37222039249267325,0.44346459204274546,True,100,100,7,alpha;theta;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.008913089798650237,sub-10606,5.0,,,,3.0,
M5_kappa100,81,3,-47.10882875321356,100.21765750642712,100.52934581811543,107.40100497044443,0.1075091512714135,0.16094230093396766,True,100,100,82,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.19377212699617213,sub-10606,5.0,,,,,
M4_ratingcentered,81,3,-34.3365438368497,74.6730876736994,74.98477598538771,81.85643513771672,0.3349969550943647,0.38843010475691897,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.4263076671897505,sub-10606,5.0,,,,,
preference,81,4,-28.729998156997812,65.45999631399562,65.9863121034693,75.03779293268538,0.4170443700073376,0.48828856955740985,True,100,100,87,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.19419095006037404,sub-10606,5.0,,,,,3.775608365476932
M2_reset,42,2,-27.80986378090951,59.61972756181902,59.927419869511326,63.09506679838576,-0.023965301102230333,0.044734462749625115,True,100,100,72,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.40772949431065003,sub-10608,,,,,,
M5_reset,42,3,-4.332544791765512,14.665089583531024,15.296668530899446,19.87809843838113,0.7481279521862785,0.8511775979640617,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2449486216053998,4.141817525995345,sub-10608,5.0,,,,,
M5_signed,42,3,-4.332544791765512,14.665089583531024,15.296668530899446,19.87809843838113,0.7481279521862785,0.8511775979640617,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2449486216053998,4.141817525995345,sub-10608,5.0,,,,,
M7_signed,42,4,-4.299474368694945,16.59894873738989,17.68002981847097,23.54962721052336,0.7149140353880653,0.8523135630917761,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.22446864872728586,4.3441816386491015,sub-10608,5.0,0.057992939145021,,,,
