model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,preference_stranger,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split
preference,41,4,-9.794105736035384,27.588211472070768,28.69932258318188,34.442499738888,0.5146173673444816,0.6553681030409659,True,100,100,100,preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.01856131506059263,1.8900400854347958,0.4780013897180663,5.0,sub-10858,42,2.3645144996161953,0.9047619047619048,0.10969811292497822,run_1_to_2
preference,41,4,-19.495457926224496,46.99091585244899,48.10202696356011,53.84520411926623,0.17324925283952752,0.31399998853601174,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1687389936495935,0.2264836337874239,5.0,0.8588500680619268,sub-10860,41,0.5228620722387632,0.5853658536585366,0.19131926375987846,run_1_to_2
preference,41,4,-16.49054948880321,40.98109897760642,42.092210088717536,47.83538724442366,0.27898502115643226,0.41973575685291653,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.31667198380371075,5.0,0.45976816008355276,sub-10862,41,0.5673997157247699,0.6829268292682927,0.19687581973033907,run_1_to_2
preference,41,4,-11.044605077931404,30.08921015586281,31.20032126697392,36.94349842268004,0.47061519175452304,0.6113659274510073,True,100,100,100,theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.32826554118057005,0.2922811613698368,5.0,5.0,sub-10863,42,0.340877387465657,0.7142857142857143,0.1294591707264206,run_1_to_2
preference,42,4,-27.553775318333734,63.10755063666747,64.18863171774855,70.05822910980095,-0.0838684565020155,0.05353107120169531,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0002743937649620258,0.3742086984331314,0.7182817522418862,0.1893610074572597,sub-10866,42,0.7016356476353044,0.5476190476190477,0.2534295908382405,run_1_to_2
preference,42,4,-15.36787145076383,38.73574290152766,39.81682398260874,45.68642137466114,0.33471590250971645,0.47211543021342717,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.20462899364401932,0.21054380172251397,5.0,3.0325114039123076,sub-10875,42,0.3674631847831086,0.6666666666666666,0.1314494534611867,run_1_to_2
preference,23,4,-13.072211112055879,34.14442222411176,36.36664444633398,38.686399087828356,-0.07086931775532482,0.1800341676166688,True,100,100,28,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.014495790756888222,1.478516224400978,0.11644678197976029,0.16497163381966992,sub-10881,15,0.5159929371105764,0.8,0.17143261809736704,chronological_65_percent
preference,25,4,-12.137826637461874,32.27565327492375,34.27565327492375,37.15115657439655,0.06872150157631758,0.2995527081185517,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3175121499756609,0.15213742758117063,3.903926529661012,-3.722189892489176,sub-10886,15,1.715798678926518,0.4,0.4477820347269245,chronological_65_percent
preference,42,4,-17.79584459465737,43.59168918931474,44.67277027039582,50.542367662448214,0.2513153116976498,0.38871483940136065,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.5030817324864156,0.7017391671234373,1.458981533554488,sub-10887,42,0.6391692396683818,0.7142857142857143,0.1968682879414168,run_1_to_2
preference,41,4,-22.02206632570018,52.04413265140036,53.155243762511475,58.898420918217596,0.08434375507874776,0.22509449077523203,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13258951578871192,0.7316725592519331,0.8100063919168184,0.4209152169173673,sub-10896,40,0.633084921265749,0.575,0.22836305265340906,run_1_to_2
preference,27,4,-5.602618663395776,19.205237326791554,21.02341914497337,24.38858479080887,0.4869018398063373,0.7006344384565542,True,100,100,98,alpha;theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.0662498751203386,5.0,5.0,sub-10897,14,2.2458430795805797,0.9285714285714286,0.09056679773075638,chronological_65_percent
preference,40,4,-9.145920457746115,26.29184091549223,27.434698058349372,33.04735873194797,0.5258611436922227,0.6701306477811191,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.521052374537234,1.5133772385691244,1.037466571641736,0.6882652545812059,sub-10898,39,1.1560112563796783,0.6410256410256411,0.27775569962369495,run_1_to_2
preference,41,4,-25.580613685754834,59.16122737150967,60.27233848262078,66.0155156383269,-0.04087328465587081,0.09987745104061341,True,100,100,90,alpha;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.04756787767674685,4.088589697121049,5.0,sub-10908,42,0.6355498324000984,0.5714285714285714,0.22248596040821567,run_1_to_2
preference,42,4,-17.54659900855934,43.09319801711868,44.17427909819976,50.04387649025215,0.2598768681506758,0.39727639585438657,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06503290562892564,3.619544696702643,0.29414272937845043,0.2024092822098935,sub-10918,42,0.43338966624466896,0.7380952380952381,0.1428517735906573,run_1_to_2
preference,42,4,-15.513098021415646,39.02619604283129,40.10727712391237,45.97687451596477,0.3297273869553192,0.46712691465903,True,100,100,99,preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3470772321708754,0.20174140447458133,3.156637823131902,5.0,sub-10924,42,0.35093219408860543,0.7142857142857143,0.12217454769658839,run_1_to_2
preference,27,4,-6.622713576437926,21.245427152875852,23.06360897105767,26.42877461689317,0.43239495564774594,0.6461275542979628,True,100,100,100,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,20.0,0.26871718127729344,0.21678897108161047,sub-10926,15,2.53889815358614,0.7333333333333333,0.23558932490798914,chronological_65_percent
preference,26,4,-2.89890536499388,13.79781072998776,15.702572634749664,18.83019688207369,0.617191670860041,0.8391447540737276,True,100,100,99,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.05576198957211492,20.0,0.25329291985711533,-3.685283409003602,sub-10928,15,0.315649873445035,0.8666666666666667,0.10883448871000248,chronological_65_percent
preference,27,4,-16.671988371967856,41.34397674393571,43.16215856211753,46.52732420795303,-0.10456944850193858,0.10916315014827827,True,100,100,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3758822457433484,0.06781877760879994,5.0,0.17280113513623432,sub-10929,15,0.6041044173173249,0.6,0.21157997019159072,chronological_65_percent
preference,41,4,-21.283820273913864,50.56764054782773,51.67875165893884,57.42192881464496,0.11032092380723496,0.25107165950371924,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19728828775318416,0.5238866627700541,1.2191246338542596,0.5066704460276243,sub-10930,42,0.5335013339246104,0.6428571428571429,0.18509777115489529,run_1_to_2
preference,41,4,-13.561716453930927,35.123432907861854,36.23454401897297,41.97772117467909,0.3820438722540424,0.5227946079505266,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.22747034131481075,1.2551249879278958,5.0,0.26917204609827117,sub-10938,42,1.3018915804908358,0.5714285714285714,0.28381269721935487,run_1_to_2
preference,42,4,-27.848130235992404,63.69626047198481,64.7773415530659,70.64693894511828,-0.09397951316790697,0.0434200145358038,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6303403175999349,0.13865074033625896,1.019388717834518,0.9660297388498801,sub-10940,42,0.7012263233053494,0.5714285714285714,0.2532610809264712,run_1_to_2
preference,42,4,-24.180878739089536,56.36175747817907,57.44283855926015,63.312435951312544,0.03199014274338815,0.16938967044709896,True,100,100,60,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.07326123984630482,4.945432110844987,3.2420827194279216,sub-10950,42,0.6781333769965131,0.6666666666666666,0.23563137063450484,run_1_to_2
preference,42,4,-7.512851544226661,23.02570308845332,24.1067841695344,29.976381561586795,0.6045349088250799,0.7419344365287905,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.8952198291680618,5.0,-0.19000086374698896,sub-10951,42,0.16173011274195134,0.9285714285714286,0.0504872955781491,run_1_to_2
preference,27,4,-9.868596239924788,27.737192479849575,29.555374298031392,32.92053994386689,0.2589572215025624,0.47268982015277916,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2835057885140903,0.2358216068193462,5.0,2.8539686324703326,sub-10952,15,0.7603242716157081,0.6666666666666666,0.21587102750646495,chronological_65_percent
preference,42,4,-0.00018160384185625324,8.000363207683712,9.081444288764793,14.951041680817186,0.8625942342257642,0.999993761929475,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,4.15925232461147,-1.727503568737767,sub-10953,42,4.437387490197634,0.9523809523809523,0.04761904781532568,run_1_to_2
preference,29,4,-18.608970014023008,45.217940028046016,46.88460669471268,50.687123347991914,-0.1247534109944231,0.07423900843853737,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.48900959261916666,0.30884418068296654,-0.17991442878614855,0.3104714432573262,sub-10954,30,0.606512227583465,0.7,0.2094963273453519,run_1_to_2
preference,42,4,-8.858163275352391,25.716326550704782,26.797407631785862,32.66700502383826,0.5583236097073456,0.6957231374110564,True,100,100,99,alpha;kappa;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,20.0,5.0,0.24270002694438345,sub-10956,42,1.9192894478261988,0.7380952380952381,0.16491350831458637,run_1_to_2
preference,40,4,-23.013921780674657,54.027843561349314,55.17070070420646,60.78336137780506,0.025678725301457903,0.16994822939035426,True,100,100,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7303742457426827,0.5332241456618192,-0.10779123689477862,sub-10958,42,0.5931106684527601,0.7380952380952381,0.20105927970502946,run_1_to_2
preference,42,4,-26.947724026136232,61.895448052272464,62.976529133353544,68.84612652540594,-0.06305066617397538,0.07434886152973541,True,100,100,93,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.16939797308900434,0.38759614035991563,0.6813957062514768,sub-10969,42,0.856663331713609,0.4523809523809524,0.321428734825438,run_1_to_2
preference,24,4,-14.345572993704247,36.69114598740849,38.79640914530323,41.40336130880028,-0.10279446584515045,0.13765470763634335,True,100,100,27,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.08648545598706872,5.0,0.15539177269181506,sub-10974,14,0.8065839489585815,0.5714285714285714,0.28661452581800384,chronological_65_percent
preference,27,4,-8.693980442901378,25.387960885802755,27.206142703984572,30.57130834982007,0.32172064318091464,0.5354532418311315,True,100,100,100,preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2608147880366855,0.6913538110787499,0.9265032757561705,-5.0,sub-10977,15,1.0606040355175415,0.6666666666666666,0.2545079895755365,chronological_65_percent
preference,40,4,-22.487112994611373,52.974225989222745,54.11708313207989,59.72974380567849,0.04467933588021379,0.18894883996911016,True,100,100,39,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.3281709900186713,0.26714205448834827,0.030923245018987806,sub-10983,40,0.5665345361201836,0.65,0.19353509844572783,run_1_to_2
preference,41,4,-15.291051305241588,38.582102610483176,39.69321372159429,45.43639087730041,0.32119258410715595,0.46194331980364023,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.043215434665558314,1.2506129881565464,5.0,0.15852925552334246,sub-10984,40,1.3871178935974935,0.65,0.20330330641001843,run_1_to_2
preference,39,4,-24.294372627874743,56.58874525574949,57.765215843984784,63.242991840268076,-0.04667054039229033,0.10129818175016747,True,100,100,95,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.27717752380849603,0.790060671036024,1.1094056292625427,sub-11005,42,0.8199839097840501,0.35714285714285715,0.3086588266615114,run_1_to_2
preference,41,4,-23.186067888072607,54.372135776145214,55.48324688725633,61.22642404296245,0.04338523601480373,0.18413597171128793,True,100,100,36,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.37439616801814657,0.40528963847520144,-1.0155173546847185,sub-11031,42,0.6031421033547725,0.6190476190476191,0.2145335418534313,run_1_to_2
