model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,participant_id,theta_stranger,phi
M6_theta10,83,3,-56.21313558270454,118.42627116540908,118.73006863376351,125.68279298879887,-0.029234904345224823,0.02291069954232805,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03614144334083956,0.0192530605054991,10.0,sub-10770,,
M7_theta10,83,4,-56.09001985483815,120.1800397096763,120.6928602224968,129.85540214086268,-0.04447679098185958,0.02505068086821094,True,101,101,94,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.02169583013188616,0.025138774642245693,10.0,sub-10770,5.459073148950329,
M3_phi10,83,3,-50.23675734332879,106.47351468665758,106.77731215501201,113.73003651004737,0.07464571310566802,0.12679131699322088,True,101,101,17,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.027824528439822156,0.8160305084381613,,sub-10770,,2.0175722522185686
M3_logitprior,83,3,-57.53126539077703,121.06253078155406,121.36632824990849,128.31905260494386,-0.052146462626599575,-8.587390467607037e-07,True,101,101,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1e-05,,sub-10770,,3.901593082833684
M4_theta10,83,3,-25.170930498084175,56.34186099616835,56.64565846452278,63.59838281955815,0.5103366057010398,0.5624822095885926,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,6.028787729233275,0.8463659346319197,sub-10781,,
M5_theta10,83,3,-27.302667562672728,60.605335125345455,60.90913259369989,67.86185694873525,0.47328303351355666,0.5254286374011096,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.5041812016473979,1.97553282089418,sub-10781,,
M6_theta10,83,3,-53.536407493820754,113.07281498764151,113.37661245599594,120.3293368110313,0.01729162986731528,0.06943723375486821,True,101,101,92,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.9698958866419652,0.506012060793967,sub-10781,,
M7_theta10,83,4,-27.302667562672717,62.605335125345434,63.118155638165945,72.28069755653183,0.4559011655510392,0.5254286374011097,True,101,101,100,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.504181178142235,1.975532809756266,sub-10781,0.0,
M3_phi10,83,3,-25.465597125062576,56.93119425012515,57.234991718479584,64.18771607351495,0.5052147492979407,0.5573603531854937,True,101,101,22,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7392780235638747,,sub-10781,,1.1560336115631071
M3_logitprior,83,3,-26.865674423713916,59.73134884742783,60.035146315782264,66.98787067081763,0.48087879055546484,0.5330243944430177,True,101,101,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.2008484867238887,,sub-10781,,3.805430928074057
M4_theta10,81,3,-28.342751957188394,62.68550391437679,62.9971922260651,69.86885137839411,0.44175268127841294,0.49518583094096713,True,101,101,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0007247974402736232,14.351256340026561,0.5043481776859906,sub-10783,,
M5_theta10,81,3,-28.734576641241055,63.46915328248211,63.780841594170425,70.65250074649943,0.43477387228359,0.4882070219461442,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0042650945173104094,3.267615899486766,0.5210974006809723,sub-10783,,
M6_theta10,81,3,-36.242809587897824,78.48561917579565,78.79730748748396,85.66896663981296,0.3010443607035795,0.35447751036613373,True,101,101,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,4.43893736377419,0.4226940599650624,sub-10783,,
M7_theta10,81,4,-28.340400263646824,64.68080052729366,65.20711631676734,74.2585971459834,0.42398351752188385,0.49522771707195623,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0008022438317430617,4.4197901284284375,0.5100884089435,sub-10783,0.19397378070734644,
M3_phi10,81,3,-27.019244796407097,60.038489592814194,60.35017790450251,67.2218370568315,0.46532573334557603,0.5187588830081302,True,101,101,13,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.014978836384578092,4.326900317168166,,sub-10783,,0.7164213473687696
M3_logitprior,81,3,-27.007268583244365,60.01453716648873,60.326225478177044,67.19788463050605,0.465539042275681,0.5189721919382352,True,101,101,66,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.008204530297697668,7.966569547993265,,sub-10783,,0.8125757971393676
M4_theta10,83,3,-50.57321222385744,107.14642444771488,107.45022191606931,114.40294627110467,0.0687974987969744,0.12094310268452735,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7292237333890907,0.026325496383546674,sub-10785,,
M5_theta10,83,3,-50.11733159088617,106.23466318177233,106.53846065012677,113.49118500516212,0.07672155576595002,0.12886715965350293,True,101,101,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.017072535654037775,0.8664831799946191,0.2569657065510098,sub-10785,,
M6_theta10,83,3,-50.54208108593917,107.08416217187833,107.38795964023276,114.34068399526812,0.06933861612579274,0.12148422001334569,True,101,101,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7807594295231203,0.07080404291090919,sub-10785,,
M7_theta10,83,4,-50.117331590886174,108.23466318177235,108.74748369459286,117.91002561295875,0.05933968780343227,0.12886715965350282,True,101,101,88,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.017072535412703628,0.8664831806518388,0.25696570744431046,sub-10785,0.0,
M3_phi10,83,3,-50.570752977455385,107.14150595491077,107.4453034232652,114.39802777830056,0.0688402450932222,0.12098584898077513,True,101,101,27,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0031525018303662673,0.19249679003278086,,sub-10785,,0.06263958694555892
M3_logitprior,83,3,-50.57321212311613,107.14642424623226,107.45022171458669,114.40294606962205,0.06879750054804656,0.12094310443559941,True,101,101,71,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.71002811160016,,sub-10785,,0.01803027452390382
M4_theta10,83,3,-52.60239153797599,111.20478307595198,111.50858054430641,118.46130489934177,0.03352657188669366,0.08567217577424657,True,101,101,75,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04206550136113111,1.1839224136847082,0.6926749035733931,sub-10794,,
M5_theta10,83,3,-52.768064406316086,111.53612881263217,111.8399262809866,118.79265063602196,0.030646867964234555,0.0827924718517874,True,101,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09787162309272804,0.5548406681706947,1.0358127053324906,sub-10794,,
M6_theta10,83,3,-56.327391988560905,118.65478397712181,118.95858144547624,125.9113058005116,-0.03122089410569201,0.020924709781860895,True,101,101,45,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.100238024482312,0.3224181989777475,0.3040515612763045,sub-10794,,
M7_theta10,83,4,-52.76806440631607,113.53612881263214,114.04894932545265,123.21149124381853,0.013265000001717169,0.08279247185178773,True,101,101,101,theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.09787162792924083,0.5548406540007578,1.0358127337002785,sub-10794,0.0,
M3_phi10,83,3,-52.690677397449946,111.38135479489989,111.68515226325432,118.63787661828968,0.031991998734359976,0.08413760262191283,True,101,101,43,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09845575528216416,0.7213828690021099,,sub-10794,,3.0079101107751867
M3_logitprior,83,3,-53.47652646508271,112.95305293016543,113.25685039851986,120.20957475355522,0.01833247400229962,0.0704780778898525,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.055784751173232026,0.4355859444378305,,sub-10794,,2.340301676085736
M4_theta10,80,3,-39.65699506208719,85.31399012417438,85.62977959785859,92.46007002819603,0.23073705955877263,0.2848381235921088,True,101,101,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16092096972790496,0.11416932401003939,10.0,sub-10800,,
M5_theta10,80,3,-52.831596086824526,111.66319217364905,111.97898164733326,118.8092720776707,-0.00684958499221748,0.047251479041118594,True,101,101,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.39572907968946325,0.038645838257158054,10.0,sub-10800,,
M6_theta10,80,3,-45.74250648484579,97.48501296969158,97.80080244337579,104.63109287371323,0.12099284517268548,0.17509390920602164,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3928574979129765,0.05602587083489378,10.0,sub-10800,,
M7_theta10,80,4,-45.496304015268535,98.99260803053707,99.5259413638704,108.5207145692326,0.10739909568549497,0.17953384772994319,True,101,101,100,theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3869731396556852,0.06927409727012078,6.796133988546172,sub-10800,10.0,
M3_phi10,80,3,-36.14980703678783,78.29961407357565,78.61540354725986,85.4456939775973,0.2939845942033295,0.3480856582366656,True,101,101,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.01598949020248376,0.9612910033844742,,sub-10800,,4.747475229756639
M3_logitprior,80,3,-55.451890259078716,116.90378051815743,117.21956999184164,124.04986042217908,-0.054103152591984636,-2.0885586484720164e-06,True,101,101,83,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,,sub-10800,,3.1278739073372153
M4_theta10,84,3,-31.69978902493486,69.39957804986972,69.69957804986971,76.69202844639966,0.4040331720694429,0.4555579949583344,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10109241102262695,0.8379385244253309,2.349515903573688,sub-10801,,
M5_theta10,84,3,-46.53027261195699,99.06054522391398,99.36054522391397,106.35299562044392,0.14932049201013345,0.20084531489902502,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1284006622159015,0.1288107628818106,10.0,sub-10801,,
M6_theta10,84,3,-34.30567189412675,74.6113437882535,74.9113437882535,81.90379418478345,0.3592772876346732,0.41080211052356475,True,101,101,44,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.18087772586700976,0.13233805402732657,10.0,sub-10801,,
M7_theta10,84,4,-34.055556095132395,76.11111219026479,76.61744130418884,85.83437938563804,0.346398070753342,0.41509783460519745,True,101,101,76,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.17259083261620004,0.1582230852349412,10.0,sub-10801,7.245177820430346,
M3_phi10,84,3,-32.7098941399066,71.4197882798132,71.7197882798132,78.71223867634315,0.38668467635341536,0.4382094992423069,True,101,101,6,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.00012817336353995444,1.2811194916815445,,sub-10801,,1.4580357131178525
M3_logitprior,84,3,-42.700347938876554,91.40069587775311,91.7006958777531,98.69314627428305,0.21509922216288851,0.26662404505178006,True,101,101,101,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.6947323398426244,,sub-10801,,10.0
M4_theta10,84,3,-53.22066002545295,112.4413200509059,112.7413200509059,119.73377044743584,0.03441348316398388,0.08593830605287545,True,101,101,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.027428304611808944,1.7503778728860686,0.7515448917456373,sub-10802,,
M5_theta10,84,3,-53.506248715816,113.012497431632,113.312497431632,120.30494782816194,0.02950851426730834,0.08103333715619987,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06708843065370021,0.38971331584916924,1.3304119928898628,sub-10802,,
M6_theta10,84,3,-54.66537979422689,115.33075958845377,115.63075958845377,122.62320998498372,0.009600506427264737,0.06112532931615633,True,101,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08809312558753951,0.5230075970608304,0.7290022889043354,sub-10802,,
M7_theta10,84,4,-53.25891112816377,114.51782225632753,115.02415137025159,124.24108945170079,0.016581581770193483,0.08528134562204892,True,101,101,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.061822026711318714,0.514480451589723,1.133980134329621,sub-10802,0.31849561034673196,
M3_phi10,84,3,-54.327104581386386,114.65420916277277,114.95420916277277,121.94665955930272,0.015410363237034359,0.06693518612592586,True,101,101,10,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0317008707411096,0.6660286215933531,,sub-10802,,1.031340327768877
M3_logitprior,84,3,-54.63535244895558,115.27070489791116,115.57070489791116,122.5631552944411,0.010116224309573969,0.061641047198465526,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.024014804558493794,0.6744352276675091,,sub-10802,,2.2889938555995344
M5_theta10,42,3,-29.090237507119774,64.18047501423955,64.81205396160797,69.39348386908965,-0.1022958693445407,0.0007537764332423702,True,101,100,47,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.9396295469188357,0.004891697431742182,10.0,sub-10803,,
M6_theta10,42,3,-28.80238185062805,63.6047637012561,64.23634264862451,68.8177725561062,-0.09240806153233952,0.010641584245443592,True,101,101,59,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.027328731186220704,0.19696095024441673,1.0278985255749291,sub-10803,,
M7_theta10,42,4,-28.08363668647371,64.16727337294742,65.2483544540285,71.1179518460809,-0.10206913193473417,0.035330395768976675,True,101,101,73,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.1831186366058503,0.0,sub-10803,2.0945887859449845,
M4_theta10,81,3,-45.90324567213576,97.80649134427152,98.11817965595984,104.98983880828884,0.1289818516720379,0.1824150013345921,True,101,101,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18673542443591165,0.15191784091160987,10.0,sub-10804,,
M5_theta10,81,3,-47.05085270631201,100.10170541262401,100.41339372431233,107.28505287664133,0.10854176553505812,0.1619749151976123,True,101,101,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2061207085902343,0.10781449069469227,10.0,sub-10804,,
M6_theta10,81,3,-43.29392158692184,92.58784317384368,92.899531485532,99.771190637861,0.17545665312648548,0.2288898027890397,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.17009802215819214,0.13578003486264806,5.9218542852650895,sub-10804,,
M7_theta10,81,4,-42.106532917928334,92.21306583585667,92.73938162533035,101.79086245454643,0.17879424205828442,0.25003844160835675,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18455679516825527,0.12695259814956036,9.606340032256384,sub-10804,4.598097248318977,
M3_phi10,81,3,-45.19101403622549,96.38202807245098,96.6937163841393,103.5653755364683,0.14166744487070435,0.19510059453325856,True,101,101,96,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.005067891195601516,0.5120859920577827,,sub-10804,,9.107088670302776
M3_logitprior,81,3,-56.145094922351305,118.29018984470261,118.60187815639092,125.47353730871993,-0.05343623626399069,-3.0866014364416827e-06,True,101,101,101,kappa;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3364530516283746,1e-05,,sub-10804,,0.0
M4_theta10,82,3,-34.29415913728306,74.58831827456612,74.89601058225843,81.80847601635888,0.34385245803070613,0.39663398391688776,True,101,100,69,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.006039031305952192,3.546730901104127,0.9158265965781234,sub-10806,,
M5_theta10,82,3,-42.05806089909051,90.11612179818103,90.42381410587333,97.33627953997379,0.2072555974245025,0.26003712331068407,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08806679988058928,0.9765480387921295,1.2404585609194172,sub-10806,,
M6_theta10,82,3,-38.738916432656175,83.47783286531235,83.78552517300466,90.69799060710511,0.265652100616196,0.3184336265023775,True,101,101,62,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,4.4454824586379145,0.5496491133636107,sub-10806,,
M7_theta10,82,4,-34.054117259152214,76.10823451830443,76.62771503778495,85.73511150736144,0.3304818749367559,0.400857242784998,True,101,101,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0016257598993860232,4.426869233035374,0.6698737296878424,sub-10806,0.48147963677805855,
M3_phi10,82,3,-30.89200770829252,67.78401541658505,68.09170772427736,75.0041731583778,0.40370937260336404,0.4564908984895457,True,101,101,11,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.035783307142476475,1.7459116796371994,,sub-10806,,1.4370683063793683
M3_logitprior,82,3,-35.78842146096562,77.57684292193125,77.88453522962355,84.797000663724,0.3175626428579738,0.37034416874415543,True,101,101,97,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.019628907217700747,0.8383697497717484,,sub-10806,,10.0
M4_theta10,81,3,-17.6367140683492,41.2734281366984,41.585116448386714,48.456775600715716,0.6324384562141865,0.6858716058767407,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1320419383491899,1.7124739032699097,2.7911184700340277,sub-10807,,
M5_theta10,81,3,-42.60205429964259,91.20410859928518,91.51579691097349,98.3874560633025,0.18777953589575802,0.2412126855583122,True,101,101,66,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.15354702123885183,10.0,sub-10807,,
M6_theta10,81,3,-31.105063711775927,68.21012742355185,68.52181573524017,75.39347488756917,0.3925530088125768,0.445986158475131,True,101,101,101,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.33296942475963687,0.16974492210423714,10.0,sub-10807,,
M7_theta10,81,4,-30.30567256675459,68.61134513350919,69.13766092298287,78.18914175219894,0.3889799544886739,0.4602241540387463,True,101,101,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2952245988975493,0.23956253138451045,10.0,sub-10807,5.675064944327346,
M3_phi10,81,3,-22.76707190936888,51.53414381873776,51.845832130426075,58.71749128275508,0.5410613967669654,0.5944945464295197,True,101,101,3,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,17.04291012717212,,sub-10807,,1.3629226779226644
M3_logitprior,81,3,-55.405180857302796,116.81036171460559,117.1220500262939,123.99370917862291,-0.0402575899389354,0.013175559723618835,True,101,101,80,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.15294757385728228,,sub-10807,,10.0
M4_theta10,83,3,-39.61097427107923,85.22194854215846,85.52574601051289,92.47847036554825,0.25934167146586484,0.3114872753534177,True,101,101,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03108289947903439,3.652616560454627,0.4493564138316265,sub-10809,,
M5_theta10,83,3,-39.86424917092311,85.72849834184622,86.03229581020065,92.98502016523601,0.25493928059855864,0.3070848844861115,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06649137125444764,1.5546293231579762,0.43761974016599886,sub-10809,,
M6_theta10,83,3,-40.10586197332564,86.21172394665128,86.51552141500571,93.46824577004107,0.25073959876914403,0.30288520265669694,True,101,101,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07172752703314456,2.0440842320615897,0.37584520539168526,sub-10809,,
M7_theta10,83,4,-39.43928285827634,86.87856571655269,87.3913862293732,96.55392814773907,0.24494412097098509,0.31447159282105563,True,101,101,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0625204905365111,1.89347582679738,0.4320774136278101,sub-10809,0.2187720468768145,
M3_phi10,83,3,-40.12616292968072,86.25232585936143,86.55612332771587,93.50884768275122,0.25038673022626723,0.3025323341138201,True,101,101,20,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0683741552696224,1.4821121508670654,,sub-10809,,0.8054560190748131
M3_logitprior,83,3,-39.43784702508204,84.87569405016409,85.17949151851852,92.13221587355387,0.26235094639650225,0.3144965502840551,True,101,101,101,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04362283583522819,2.133873885871636,,sub-10809,,1.022688605479814
M4_theta10,84,3,-24.72743056512187,55.45486113024374,55.75486113024374,62.747311526773686,0.5237830169893525,0.5753078398782441,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16803086400363063,0.6726742126678311,3.3308660701465342,sub-10810,,
M5_theta10,84,3,-44.88606260794846,95.77212521589692,96.07212521589692,103.06457561242686,0.17755970175969446,0.22908452464858597,True,101,101,99,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.14973825104530553,10.0,sub-10810,,
M6_theta10,84,3,-34.95776984480512,75.91553968961024,76.21553968961024,83.20799008614019,0.3480775438297026,0.39960236671859406,True,101,101,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.152429770861684,0.13094852105482457,10.0,sub-10810,,
M7_theta10,84,4,-33.7340395792607,75.4680791585214,75.97440827244546,85.19134635389466,0.35192009793205614,0.42061986178391153,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11115000315098175,0.21108946553462835,10.0,sub-10810,4.809768741178962,
M3_phi10,84,3,-27.555728228069906,61.11145645613981,61.41145645613981,68.40390685266975,0.47520717160253134,0.5267319944914228,True,101,101,7,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0050942090015075586,1.4288152621754224,,sub-10810,,1.6869402263511624
M3_logitprior,84,3,-46.46929256664108,98.93858513328216,99.23858513328216,106.2310355298121,0.15036782068835303,0.20189264357724457,True,101,101,91,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.570733505203303,,sub-10810,,10.0
M4_theta10,84,3,-49.5298207542297,105.0596415084594,105.3596415084594,112.35209190498935,0.09780342975103166,0.14932825263992322,True,101,101,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08193873405806486,1.2387483548436482,1.4957079488789184,sub-10812,,
M5_theta10,84,3,-46.14211700761768,98.28423401523536,98.58423401523535,105.5766844117653,0.15598704159910465,0.2075118644879962,True,101,101,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.21525784539494203,0.13179701219602505,10.0,sub-10812,,
M6_theta10,84,3,-48.58032194024706,103.16064388049412,103.46064388049412,110.45309427702406,0.11411101582558775,0.1656358387144793,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1182012791879583,0.48041024059080756,1.6102694249346148,sub-10812,,
M7_theta10,84,4,-44.75754180943117,97.51508361886233,98.02141273278639,107.23835081423559,0.1625920979237781,0.23129186177563354,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1389409303336859,0.3543251296114164,3.938731432150439,sub-10812,1.0800439136535676,
M3_phi10,84,3,-47.43984904901101,100.87969809802202,101.17969809802202,108.17214849455196,0.13369857040242764,0.1852233932913192,True,101,101,23,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.038383589432700656,1.3023934120183334,,sub-10812,,2.3900585881018825
M3_logitprior,84,3,-58.22436590918141,122.44873181836282,122.74873181836281,129.74118221489275,-0.05152486998508724,-4.7096195610052405e-08,True,101,101,101,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.16244921964891562,1e-05,,sub-10812,,9.966565943981733
M4_theta10,84,3,-44.34006154572559,94.68012309145118,94.98012309145118,101.97257348798112,0.18693723776908783,0.23846206065797937,True,101,101,37,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.336822213090831,0.85731350683755,sub-10817,,
M5_theta10,84,3,-44.3400615457256,94.6801230914512,94.98012309145119,101.97257348798114,0.1869372377690877,0.23846206065797926,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.4761194704130535,3.004185855388661,sub-10817,,
M6_theta10,84,3,-53.06303454745727,112.12606909491454,112.42606909491454,119.41851949144448,0.03712069144281863,0.0886455143317102,True,101,101,38,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7001523696297034,0.8778964566277939,sub-10817,,
M7_theta10,84,4,-43.919605627463156,95.83921125492631,96.34554036885037,105.56247845029957,0.17698360237981,0.24568336623166542,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7001523651025889,2.202903104207888,sub-10817,0.3020591494096402,
M3_phi10,84,3,-44.340061545725604,94.68012309145121,94.9801230914512,101.97257348798115,0.18693723776908758,0.23846206065797915,True,101,101,3,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.1922916472704461,,sub-10817,,1.2002228728898745
M3_logitprior,84,3,-45.87117106531174,97.74234213062348,98.04234213062348,105.03479252715343,0.1606405221623637,0.21216534505125528,True,101,101,55,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7413621442564134,,sub-10817,,10.0
M4_theta10,56,3,-34.16199399606683,74.32398799213367,74.78552645367213,80.40004306433912,0.04261742057730258,0.11990465491063995,True,101,101,34,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7642909141601792,0.7124014013277437,sub-10827,,
M5_theta10,56,3,-33.908035288916516,73.81607057783303,74.2776090393715,79.89212565003848,0.049160009280808575,0.12644724361414594,True,101,101,91,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5273314563054848,1.4334669700436231,sub-10827,,
M6_theta10,56,3,-38.300964344772616,82.60192868954523,83.0634671510837,88.67798376175068,-0.06401243650241702,0.013274797830920337,True,101,101,43,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3138386711279212,0.7352237305848515,sub-10827,,
M7_theta10,56,4,-33.90803528891651,75.81607057783302,76.60038430332321,83.91747734077362,0.02339759783636298,0.12644724361414605,True,101,101,100,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5273314708492368,1.4334669681156276,sub-10827,0.0,
M3_phi10,56,3,-33.819436487312416,73.63887297462483,74.1004114361633,79.71492804683028,0.05144252806121821,0.12872976239455558,True,101,101,18,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.03660066180320743,0.601428011200504,,sub-10827,,0.9999999984332271
M3_logitprior,56,3,-34.50605597911756,75.01211195823512,75.47365041977359,81.08816703044057,0.033753554207557775,0.11104078854089505,True,101,101,86,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.008910158959011224,0.5682409117058146,,sub-10827,,1.8310520438253923
M4_theta10,84,3,-52.540445146774545,111.08089029354909,111.38089029354909,118.37334069007903,0.04609613354741511,0.09762095643630664,True,101,101,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0400289143871479,0.558619508577222,1.094486179256965,sub-10831,,
