model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M5,42,3,-21.76622767680843,49.53245535361686,50.16403430098528,54.74546420846697,0.14928300355098773,0.25233264932877086,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10656,42,0.433146508798629,0.7857142857142857,0.1385375770532514,run_1_to_2,1.3800724776379878,0.014451627255712706,0.3514362340196368,,,
M6,42,3,-17.552654303717066,41.10530860743413,41.73688755480255,46.31831746228424,0.294018751402909,0.3970683971806921,True,100,100,87,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10656,42,0.40278533214326406,0.7142857142857143,0.13904972445538247,run_1_to_2,20.0,0.0028802245315591277,0.4893354660389526,,,
M7,42,4,-17.471735156268142,42.943470312536284,44.024551393617365,49.894148785669756,0.2624484326373986,0.39984796034110937,True,100,100,90,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10656,42,0.4257516061535298,0.7142857142857143,0.14979635039796382,run_1_to_2,20.0,0.0044823457703611035,0.48560733654375005,0.49650679048085145,,
M8,42,3,-21.411691097615346,48.82338219523069,49.45496114259911,54.036391050080795,0.1614612931846925,0.2645109389624756,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10656,42,0.43939544418083853,0.7857142857142857,0.14365268960781777,run_1_to_2,0.3170998428532008,0.0,,,0.6990883222295089,
M3,42,3,-16.648474431383143,39.296948862766286,39.9285278101347,44.50995771761639,0.32507722325737964,0.4281268690351627,True,100,100,84,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10656,42,0.41342262052804657,0.8095238095238095,0.14079682963444975,run_1_to_2,1.5274319950919877,0.23094561354237106,,,,2.0815612957262806
M4,42,3,-18.33784103259581,42.67568206519162,43.30726101256004,47.888690920041725,0.26704767997611867,0.37009732575390175,True,100,100,94,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10656,42,0.38426131336865604,0.7857142857142857,0.12901679955392517,run_1_to_2,5.296423904877544,0.0014521620102667054,0.6852535720897158,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10661,42,0.6931471805599452,1.0,0.25,run_1_to_2,,,,,,
M1,42,1,-29.11235658434269,60.22471316868538,60.324713168685385,61.96238278696875,-0.034355893183603,-6.011257675186954e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.6931528948653024,0.0,0.25000285715267856,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112221591261456,62.22444318252291,62.53213549021522,65.69978241908964,-0.06870113811312942,-1.3742612741118876e-06,True,100,100,56,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.6931539664804811,0.47619047619047616,0.25000339296026625,run_1_to_2,1e-05,1.0,,,,
M5,42,3,-23.663277066833174,53.32655413366635,53.95813308103477,58.53956298851645,0.0841195809959846,0.18716922677376768,True,100,100,45,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.6430322980079507,0.47619047619047616,0.2359061726801486,run_1_to_2,0.2126361729738065,0.2986941401055635,5.0,,,
M6,42,3,-23.058931253767405,52.11786250753481,52.74944145490323,57.33087136238491,0.10487878831722257,0.20792843409500572,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.46029265429501093,0.7380952380952381,0.15359886768208492,run_1_to_2,0.15761456511680613,0.3909715627019413,5.0,,,
M7,42,4,-21.922723109343963,51.845446218687925,52.926527299769006,58.7961246918214,0.1095575219955175,0.24695704969922827,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.5015882689410519,0.6904761904761905,0.1717796906593891,run_1_to_2,0.2759218623960001,0.31879404072986534,5.0,2.022358219226201,,
M8,42,3,-22.778415261809066,51.55683052361813,52.18840947098655,56.769839378468234,0.11451447951932599,0.2175641252971091,True,100,100,35,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.27199938167513876,1.0,0.06304531637509284,run_1_to_2,0.613637228351181,0.8454230418422175,,,0.02665828850543461,
M3,42,3,-15.844187676922648,37.688375353845295,38.31995430121371,42.901384208695404,0.35270437830768525,0.4557540240854684,True,100,99,74,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,1.5308040495132442,0.19047619047619047,0.5414887615113059,run_1_to_2,2.612017041689634,0.0700388687729825,,,,5.0
M4,42,3,-15.698237546525379,37.39647509305075,38.02805404041917,42.60948394790086,0.35771774805390527,0.4607673938316883,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,42,0.2238537084129027,0.9285714285714286,0.05921048296798706,run_1_to_2,0.49939703213314,0.23182103542702925,3.503098015757171,,,
M0,38,0,-26.33959286127792,52.67918572255584,52.67918572255584,52.67918572255584,0.0,0.0,True,1,1,1,,exact,sub-10663,38,0.6931471805599451,0.4473684210526316,0.25,run_1_to_2,,,,,,
M1,38,1,-23.05038008134157,48.10076016268314,48.21187127379425,49.73834632240953,0.08691147171457406,0.12487713068533624,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,38,0.7718960436363937,0.5526315789473685,0.27964594497051015,run_1_to_2,0.7273091109989237,,,,,
M2,38,2,-22.396969059420158,48.793938118840316,49.13679526169746,52.06911043829309,0.07375299276981737,0.1496843107113418,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,38,0.5725687895311704,0.6842105263157895,0.1942759775363893,run_1_to_2,0.6615292417801116,0.1734437113775789,,,,
M5,38,3,-20.230737095205978,46.461474190411955,47.16735654335313,51.37423266959111,0.11802975780397507,0.23192673471626168,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,38,0.5978637819316872,0.6842105263157895,0.20507591679764708,run_1_to_2,1.214583261514628,0.09410649548007384,0.6249046844784398,,,
M6,38,3,-18.642576191383313,43.285152382766626,43.9910347357078,48.197910861945786,0.1783253330692038,0.29222230998149046,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,38,0.8678028489499783,0.6052631578947368,0.24178082321630098,run_1_to_2,3.2814359146044345,0.01987949652617117,0.47627992012805215,,,
M7,38,4,-17.895830103419677,43.79166020683935,45.003781418960564,50.342004845744896,0.16871038141181982,0.32057301729486865,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,38,0.896539922327744,0.631578947368421,0.2560107864880314,run_1_to_2,3.397236209594564,0.03417020726170085,0.5568537424675074,0.41581043831139264,,
M8,38,3,-22.14517309468245,50.2903461893649,50.99622854230607,55.20310466854406,0.04534693352650111,0.15924391043878772,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,38,0.629678885589339,0.6052631578947368,0.22177580731223037,run_1_to_2,0.4605982590438016,0.15124211208111218,,,0.28476519635722725,
M3,38,3,-17.586059680505933,41.172119361011866,41.87800171395304,46.08487784019103,0.218436678618154,0.3323336555304406,True,100,100,20,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10663,38,0.6351114434268068,0.6842105263157895,0.20719254379147395,run_1_to_2,2.3930251788186285,0.09131585035682563,,,,0.7935052876595421
M4,38,3,-18.44097050590327,42.88194101180654,43.58782336474771,47.79469949098569,0.1859794257707059,0.2998764026829924,True,100,100,95,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10663,38,0.8201147682774783,0.631578947368421,0.2718996857394944,run_1_to_2,8.05070193038058,0.02145004515730494,0.5446805430706402,,,
M0,24,0,-16.635532333438686,33.27106466687737,33.27106466687737,33.27106466687737,0.0,0.0,True,1,1,1,,exact,sub-10668,13,0.6931471805599453,0.6153846153846154,0.25,chronological_65_percent,,,,,,
M1,24,1,-16.574827300226595,35.14965460045319,35.33147278227137,36.32770843080114,-0.056463174604869985,0.003649118765503445,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.7149096592619303,0.38461538461538464,0.2608532684653541,chronological_65_percent,0.12160864111862503,,,,,
M2,24,2,-16.49812017486137,36.99624034972274,37.56766892115131,39.35234801041863,-0.11196442675169106,0.008260159989055937,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.7101667404157528,0.3076923076923077,0.25851362611873846,chronological_65_percent,0.17416012692660326,0.16299475161101162,,,,
M5,24,3,-12.173810702937327,30.347621405874655,31.547621405874654,33.881782896918494,0.08786743947851833,0.26820431958963875,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.8609154863630392,0.6153846153846154,0.30169513166625683,chronological_65_percent,1.2948964670214864,0.03697434152171825,0.9525923594857265,,,
M6,24,3,-14.638395792199988,35.27679158439997,36.476791584399976,38.81095307544381,-0.060284422443486745,0.12005245766763362,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.7635769179102726,0.6923076923076923,0.25294510632364003,chronological_65_percent,1.4921317451842433,0.019497522190329013,0.5997880333605491,,,
M7,24,4,-12.144713173549388,32.289426347098775,34.394689504993515,37.00164166849056,0.029504265331065753,0.2699534388125596,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.8585569575953158,0.6153846153846154,0.29574771899138586,chronological_65_percent,1.4815476740713671,0.02916199007766565,0.8966632224269037,0.11742789817563931,,
M8,24,3,-15.15639177263006,36.31278354526012,37.51278354526012,39.84694503630396,-0.09142234878377349,0.08891453132734684,True,100,100,99,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.6269417455856315,0.6153846153846154,0.22163960202823735,chronological_65_percent,0.8097601078732276,0.2948298578694904,,,0.0,
M3,24,3,-14.886571503949929,35.77314300789986,36.973143007899864,39.307304498943694,-0.07520283363560064,0.10513404647551994,True,100,100,82,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.6787493308427689,0.6923076923076923,0.23457799253736694,chronological_65_percent,0.2626560734542994,0.0,,,,3.3558249744833133
M4,24,3,-16.49812017486137,38.99624034972274,40.19624034972274,42.53040184076658,-0.17207672012206454,0.008260159989055937,True,100,100,72,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,13,0.7101667406828125,0.3076923076923077,0.258513626251173,chronological_65_percent,0.17416012835701636,0.1629947488238875,0.0,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10673,42,0.6931471805599452,0.47619047619047616,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112196584342698,60.224393168685395,60.3243931686854,61.962062786968765,-0.03435039720249505,-5.152765674143467e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.6931475377224452,0.5238095238095238,0.25000017858124995,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112196584342698,62.224393168685395,62.5320854763777,65.69973240525213,-0.06870027912842276,-5.152765674143467e-07,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.6931475377224452,0.5238095238095238,0.25000017858124995,run_1_to_2,1e-05,0.0,,,,
M5,42,3,-27.27842231965619,60.55684463931238,61.1884235866808,65.76985349416249,-0.04006023158356404,0.0629894141942191,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.762764846987353,0.47619047619047616,0.2823691628312195,run_1_to_2,0.22982847321241762,0.0,2.3001217614897578,,,
M6,42,3,-29.10534856122656,64.21069712245313,64.84227606982155,69.42370597730323,-0.10281493226888522,0.00023471350889803233,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.692054704633522,0.5238095238095238,0.24945423009767326,run_1_to_2,0.0039050966618651766,0.0,5.0,,,
M7,42,4,-27.278422319656183,62.55684463931237,63.63792572039345,69.50752311244584,-0.07441011350949149,0.06298941419421933,True,100,100,100,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.7627648463286967,0.47619047619047616,0.28236916254752725,run_1_to_2,0.2298284704028911,0.0,2.3001217762334636,0.0,,
M8,42,3,-29.112196584342698,64.2243931686854,64.85597211605382,69.4374020235355,-0.10305016105435046,-5.152765674143467e-07,True,100,100,100,alpha;alpha_negative;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.6931475377224452,0.5238095238095238,0.25000017858124995,run_1_to_2,1e-05,0.0,,,0.0,
M3,42,3,-28.629302484616296,63.25860496923259,63.89018391660101,68.4716138240827,-0.08646280574602141,0.016586840031761696,True,100,100,13,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.7048755430167549,0.5238095238095238,0.2558118804300805,run_1_to_2,0.3945423609999081,0.0,,,,1.1773379061433282
M4,42,3,-28.629302484616296,63.25860496923259,63.89018391660101,68.4716138240827,-0.08646280574602141,0.016586840031761696,True,100,100,40,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,42,0.7048755420776356,0.5238095238095238,0.2558118799753434,run_1_to_2,1.5781693790804088,0.0,0.883003430226401,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10674,42,0.6931471805599452,1.0,0.25,run_1_to_2,,,,,,
M1,42,1,-29.11242158434269,60.22484316868538,60.32484316868538,61.96251278696875,-0.03435812592592816,-8.244000000434681e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.6931528948653024,0.0,0.25000285715267856,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112404662873338,62.224809325746676,62.53250163343898,65.70014856231342,-0.06870742660138157,-7.662749526238244e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.6931541409737617,0.47619047619047616,0.250003480206907,run_1_to_2,1e-05,0.8285703837973148,,,,
M5,42,3,-25.07251276755334,56.14502553510668,56.7766044824751,61.358034389956785,0.03571250107044488,0.13876214684822796,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.5969645897036513,0.3333333333333333,0.21471056103260105,run_1_to_2,0.17511355709713924,0.0,5.0,,,
M6,42,3,-14.754608699424793,35.509217398849586,36.140796346218,40.72222625369969,0.39013128753370957,0.4931809333114927,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.35130020712916205,0.6666666666666666,0.1260355761537503,run_1_to_2,0.35500562667708924,0.0,5.0,,,
M7,42,4,-14.754608699424793,37.509217398849586,38.59029847993067,44.45989587198306,0.3557814056077819,0.4931809333114927,True,100,100,100,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.3513002071291621,0.6666666666666666,0.12603557611151345,run_1_to_2,0.35500562602030655,0.0,5.0,5.0,,
M8,42,3,-14.246517342489376,34.49303468497875,35.12461363234717,39.706043539828855,0.40758416565202554,0.5106338114298086,True,100,100,100,alpha;alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.12829481305163143,1.0,0.022017116142125887,run_1_to_2,1.0758522459148399,1.0,,,0.0,
M3,42,3,-2.473383631240722e-08,6.000000049467673,6.631578996836094,11.213008904317778,0.8969503533726125,0.9999999991503956,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,5.889008645811242e-10,1.0,1.2138155836390707e-18,run_1_to_2,20.0,0.0,,,,2.6418622210016967
M4,42,3,-0.0,6.0,6.631578947368421,11.213008854850106,0.8969503542222169,1.0,True,100,100,100,alpha;kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,42,0.0,1.0,0.0,run_1_to_2,20.0,0.0,5.0,,,
M0,40,0,-27.725887222397812,55.451774444795625,55.451774444795625,55.451774444795625,0.0,0.0,True,1,1,1,,exact,sub-10677,42,0.6931471805599452,0.47619047619047616,0.25,run_1_to_2,,,,,,
M1,40,1,-27.63117248296902,57.26234496593804,57.36760812383278,58.95122442005198,-0.03265126390039888,0.0034161121218252433,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.695451712217043,0.5238095238095238,0.2511375920952218,run_1_to_2,0.10838307450043337,,,,,
M2,40,2,-27.08618103036883,58.17236206073766,58.496686385061984,61.55012096896554,-0.04906222827279381,0.023072523771654363,True,100,100,89,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.6686772261297824,0.6190476190476191,0.23773347817613835,run_1_to_2,0.18791952815055357,0.4192108473602791,,,,
M5,40,3,-26.290703774061317,58.581407548122634,59.2480742147893,63.64804591046445,-0.056438826974647666,0.05176330109202454,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.5989469076859053,0.7142857142857143,0.20430269590727454,run_1_to_2,0.3370913592145143,0.22167689899746174,1.0396319495315247,,,
M6,40,3,-26.595325096760394,59.19065019352079,59.85731686018745,64.2572885558626,-0.06742571876482255,0.04077640930184967,True,100,100,58,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.6678509494581417,0.6666666666666666,0.23437192550660607,run_1_to_2,0.3456671504161935,0.2642321267540418,0.5809344024925733,,,
M7,40,4,-26.210770837700764,60.42154167540153,61.564398818258674,67.17705949185728,-0.08962323172459517,0.054646272364301196,True,100,100,67,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.6108199794227938,0.6904761904761905,0.2100814302648985,run_1_to_2,0.40275084111772336,0.2024853892585889,0.9650599753559094,0.2521411837491866,,
M8,40,3,-26.320432186885604,58.64086437377121,59.30753104043787,63.707502736113014,-0.05751105281852514,0.05069107524814709,True,100,100,75,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.6978133419067033,0.5714285714285714,0.2501582971792183,run_1_to_2,0.6415499229656753,0.31839280329955755,,,0.11355316280143891,
M3,40,3,-26.944081648306916,59.88816329661383,60.5548299632805,64.95480165895565,-0.08000445244966514,0.028197675617007145,True,100,100,6,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.6645732361902152,0.6428571428571429,0.23574188941718877,run_1_to_2,0.09910007290837784,1.0,,,,0.0
M4,40,3,-26.814151960808974,59.62830392161795,60.29497058828461,64.69494228395976,-0.0753182295542268,0.03288389851244544,True,100,100,68,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,42,0.662605540779363,0.6904761904761905,0.23336085607448953,run_1_to_2,0.4225180234260775,0.22703034756661444,0.8773060814931068,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10685,42,0.6931471805599452,0.4523809523809524,0.25,run_1_to_2,,,,,,
M1,41,1,-26.29438028907294,54.58876057814588,54.69132468070998,56.30233264485019,0.03957397348334135,0.07476165740746243,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10685,42,0.7436582377345659,0.5476190476190477,0.27301177264295556,run_1_to_2,0.5471160939033745,,,,,
M2,41,2,-24.143481820935307,52.286963641870614,52.602753115554826,55.71410777527923,0.0800714250089235,0.15044679285716567,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10685,42,0.6867570065923019,0.5714285714285714,0.2477843956352125,run_1_to_2,0.6354238917762792,0.20501493890060243,,,,
M5,41,3,-4.639650419651785,15.27930083930357,15.927949487952219,20.420017039416493,0.7311783957425141,0.8367414475148773,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10685,42,1.2568505461304316,0.7857142857142857,0.19796041684807988,run_1_to_2,2.9510620394593414,0.12917983032372654,5.0,,,
