participant_id,partner,offer_pair,high_probability,investment,rt,n
sub-10641,friend,4-8,1.0,8.0,1.58250815,2
sub-10641,stranger,0-2,0.5,1.0,1.6919412,2
sub-10641,stranger,0-4,0.5,2.0,1.60761175,2
sub-10641,stranger,0-8,0.0,0.0,1.74452965,2
sub-10641,stranger,2-4,0.0,2.0,1.58399405,2
sub-10641,stranger,2-8,0.0,2.0,1.80311775,4
sub-10641,stranger,4-8,0.5,6.0,1.78403685,2
sub-10642,computer,0-2,0.0,0.0,1.3763025500000001,4
sub-10642,computer,0-4,0.0,0.0,1.4341053,4
sub-10642,computer,0-8,0.0,0.0,1.399536,4
sub-10642,computer,2-4,0.0,2.0,1.5154839,4
sub-10642,computer,2-8,0.0,2.0,1.41317075,8
sub-10642,computer,4-8,0.25,5.0,1.4114246000000001,4
sub-10642,friend,0-2,1.0,2.0,1.5058851500000001,4
sub-10642,friend,0-4,1.0,4.0,1.4793918,4
sub-10642,friend,0-8,1.0,8.0,1.29135795,4
sub-10642,friend,2-4,1.0,4.0,1.4255138,4
sub-10642,friend,2-8,1.0,8.0,1.4476331999999998,8
sub-10642,friend,4-8,1.0,8.0,1.4128909,4
sub-10642,stranger,0-2,0.5,1.0,1.31544335,4
sub-10642,stranger,0-4,0.5,2.0,1.5127905,4
sub-10642,stranger,0-8,0.0,0.0,1.39062945,4
sub-10642,stranger,2-4,0.0,2.0,1.56943345,4
sub-10642,stranger,2-8,0.0,2.0,1.3094982499999999,8
sub-10642,stranger,4-8,0.0,4.0,1.5076247,4
sub-10644,computer,0-2,0.0,0.0,1.72224775,4
sub-10644,computer,0-4,0.0,0.0,1.7565604000000001,4
sub-10644,computer,0-8,0.0,0.0,1.67852685,4
sub-10644,computer,2-4,0.0,2.0,1.9638675,3
sub-10644,computer,2-8,0.125,2.75,1.98516215,8
sub-10644,computer,4-8,0.5,6.0,2.1090652,4
sub-10644,friend,0-2,1.0,2.0,1.81577945,4
sub-10644,friend,0-4,1.0,4.0,1.9354623,4
sub-10644,friend,0-8,1.0,8.0,1.8671049499999999,4
sub-10644,friend,2-4,1.0,4.0,1.87283795,4
sub-10644,friend,2-8,1.0,8.0,1.7148818000000001,8
sub-10644,friend,4-8,1.0,8.0,2.0093377500000003,4
sub-10644,stranger,0-2,0.25,0.5,2.0608239999999998,4
sub-10644,stranger,0-4,0.0,0.0,1.79293515,4
sub-10644,stranger,0-8,0.0,0.0,1.8877962,3
sub-10644,stranger,2-4,0.0,2.0,1.75224655,4
sub-10644,stranger,2-8,0.25,3.5,1.8411349499999998,8
sub-10644,stranger,4-8,0.25,5.0,1.95094805,4
sub-10647,computer,0-2,0.25,0.5,1.599208,4
sub-10647,computer,0-4,0.0,0.0,1.36070555,4
sub-10647,computer,0-8,0.0,0.0,1.4524224000000001,4
sub-10647,computer,2-4,0.0,2.0,1.61479365,4
sub-10647,computer,2-8,0.0,2.0,1.3964332,8
sub-10647,computer,4-8,0.0,4.0,1.6900495000000002,4
sub-10647,friend,0-2,0.75,1.5,1.74814765,4
sub-10647,friend,0-4,0.5,2.0,1.96604395,4
sub-10647,friend,0-8,0.0,0.0,1.4209174,3
sub-10647,friend,2-4,0.0,2.0,1.6802913,4
sub-10647,friend,2-8,0.125,2.75,1.4333959,8
sub-10647,friend,4-8,0.25,5.0,1.5481064,4
sub-10647,stranger,0-2,0.5,1.0,1.88818895,4
sub-10647,stranger,0-4,0.0,0.0,1.3358012499999998,4
sub-10647,stranger,0-8,0.0,0.0,1.58169095,4
sub-10647,stranger,2-4,0.0,2.0,1.4238645,4
sub-10647,stranger,2-8,0.0,2.0,1.4969106,8
sub-10647,stranger,4-8,0.0,4.0,1.5747874,4
sub-10649,computer,0-2,1.0,2.0,1.8979791,3
sub-10649,computer,0-4,1.0,4.0,1.8605415,4
sub-10649,computer,0-8,1.0,8.0,1.4929035,4
sub-10649,computer,2-4,1.0,4.0,1.8202346500000002,4
sub-10649,computer,2-8,1.0,8.0,1.8941364,6
sub-10649,computer,4-8,0.6666666666666666,6.666666666666667,1.4548113,3
sub-10649,friend,0-2,1.0,2.0,2.023204,3
sub-10649,friend,0-4,1.0,4.0,1.6399059500000002,4
sub-10649,friend,0-8,1.0,8.0,2.1747218999999998,4
sub-10649,friend,2-4,1.0,4.0,1.7316597,3
sub-10649,friend,2-8,0.8571428571428571,7.142857142857143,1.7384902,7
sub-10649,friend,4-8,1.0,8.0,1.9850001000000002,4
sub-10649,stranger,0-2,1.0,2.0,2.08596205,4
sub-10649,stranger,0-4,1.0,4.0,1.9400127999999999,4
sub-10649,stranger,0-8,1.0,8.0,1.7395266999999999,4
sub-10649,stranger,2-4,1.0,4.0,2.3466365500000004,4
sub-10649,stranger,2-8,1.0,8.0,1.76945495,8
sub-10649,stranger,4-8,1.0,8.0,1.7283707000000001,4
sub-10652,computer,0-2,0.75,1.5,1.9191973,4
sub-10652,computer,0-4,1.0,4.0,1.71707245,4
sub-10652,computer,0-8,1.0,8.0,1.76260195,4
sub-10652,computer,2-4,0.5,3.0,2.0740251499999998,4
sub-10652,computer,2-8,0.125,2.75,1.7429689,8
sub-10652,computer,4-8,0.75,7.0,1.77006675,4
sub-10652,friend,0-2,1.0,2.0,1.6974931500000001,4
sub-10652,friend,0-4,1.0,4.0,1.5604646500000001,4
sub-10652,friend,0-8,1.0,8.0,2.0336928,4
sub-10652,friend,2-4,1.0,4.0,1.69485985,4
sub-10652,friend,2-8,0.625,5.75,1.9268213,8
sub-10652,friend,4-8,0.75,7.0,1.8155001,4
sub-10652,stranger,0-2,1.0,2.0,1.8236398500000002,4
sub-10652,stranger,0-4,0.75,3.0,2.0700102,4
sub-10652,stranger,0-8,0.75,6.0,2.15856695,4
sub-10652,stranger,2-4,0.25,2.5,2.0287447,4
sub-10652,stranger,2-8,0.25,3.5,1.67570275,8
sub-10652,stranger,4-8,0.75,7.0,1.82088155,4
sub-10656,computer,0-2,0.0,0.0,1.6671336,4
sub-10656,computer,0-4,0.0,0.0,2.00868095,4
sub-10656,computer,0-8,0.0,0.0,1.56402865,4
sub-10656,computer,2-4,0.0,2.0,1.76636035,4
sub-10656,computer,2-8,0.0,2.0,1.5281125,8
sub-10656,computer,4-8,0.0,4.0,1.6204768999999999,4
sub-10656,friend,0-2,1.0,2.0,1.49353105,4
sub-10656,friend,0-4,1.0,4.0,1.72187965,4
sub-10656,friend,0-8,0.25,2.0,1.8218666,4
sub-10656,friend,2-4,1.0,4.0,2.0466100000000003,4
sub-10656,friend,2-8,0.0,2.0,1.6446659000000001,8
sub-10656,friend,4-8,0.0,4.0,1.5353189,4
sub-10656,stranger,0-2,0.75,1.5,1.55904315,4
sub-10656,stranger,0-4,0.75,3.0,2.2249984,4
sub-10656,stranger,0-8,0.25,2.0,1.8240561,4
sub-10656,stranger,2-4,0.25,2.5,1.8548602500000002,4
sub-10656,stranger,2-8,0.0,2.0,1.5132219,8
sub-10656,stranger,4-8,0.0,4.0,1.7194322,4
sub-10657,computer,0-2,0.5,1.0,2.0716435,4
sub-10657,computer,0-4,1.0,4.0,2.5571297499999996,4
sub-10657,computer,0-8,0.5,4.0,2.07519545,4
sub-10657,computer,2-4,0.25,2.5,2.2683722,4
sub-10657,computer,2-8,0.625,5.75,2.27469315,8
sub-10657,computer,4-8,0.5,6.0,2.1557010500000002,4
sub-10657,friend,0-2,0.25,0.5,2.3108372,4
sub-10657,friend,0-4,1.0,4.0,2.06170975,4
sub-10657,friend,0-8,0.75,6.0,2.27581235,4
sub-10657,friend,2-4,0.5,3.0,1.7742087500000001,4
sub-10657,friend,2-8,0.375,4.25,2.23152635,8
sub-10657,friend,4-8,0.25,5.0,1.96358795,4
sub-10657,stranger,0-2,1.0,2.0,1.98358845,4
sub-10657,stranger,0-4,1.0,4.0,2.5853639,4
sub-10657,stranger,0-8,0.5,4.0,1.95052995,4
sub-10657,stranger,2-4,0.75,3.5,2.2843014,4
sub-10657,stranger,2-8,0.5,5.0,2.04002645,8
sub-10657,stranger,4-8,0.3333333333333333,5.333333333333333,2.1166916,3
sub-10661,computer,0-2,1.0,2.0,1.66250225,4
sub-10661,computer,0-4,1.0,4.0,1.3938473999999998,4
sub-10661,computer,0-8,1.0,8.0,1.44572705,4
sub-10661,computer,2-4,1.0,4.0,1.4537691000000001,4
sub-10661,computer,2-8,1.0,8.0,1.28518375,8
sub-10661,computer,4-8,1.0,8.0,1.5566661,4
sub-10661,friend,0-2,1.0,2.0,1.4526096,4
sub-10661,friend,0-4,1.0,4.0,1.4561217,4
sub-10661,friend,0-8,1.0,8.0,1.2532187499999998,4
sub-10661,friend,2-4,1.0,4.0,1.47803725,4
sub-10661,friend,2-8,1.0,8.0,1.3475584,8
sub-10661,friend,4-8,1.0,8.0,1.4498152,4
sub-10661,stranger,0-2,1.0,2.0,1.6501261999999999,4
sub-10661,stranger,0-4,1.0,4.0,1.45038445,4
sub-10661,stranger,0-8,0.75,6.0,1.4541172,4
sub-10661,stranger,2-4,0.75,3.5,1.56569835,4
sub-10661,stranger,2-8,0.75,6.5,1.5344217,8
sub-10661,stranger,4-8,0.75,7.0,1.30107035,4
sub-10663,computer,0-2,0.6666666666666666,1.3333333333333333,2.0457036,3
sub-10663,computer,0-4,0.0,0.0,2.4030485,3
sub-10663,computer,0-8,0.5,4.0,2.292802,4
sub-10663,computer,2-4,0.0,2.0,1.98549135,4
sub-10663,computer,2-8,0.0,2.0,1.7760458,7
sub-10663,computer,4-8,0.0,4.0,1.83869535,4
sub-10663,friend,0-2,1.0,2.0,2.0784373499999997,2
sub-10663,friend,0-4,1.0,4.0,1.9413113499999999,4
sub-10663,friend,0-8,1.0,8.0,1.614325,3
sub-10663,friend,2-4,0.0,2.0,1.9250057,3
sub-10663,friend,2-8,0.25,3.5,1.8439602000000002,8
sub-10663,friend,4-8,0.5,6.0,2.1008142000000003,4
sub-10663,stranger,0-2,1.0,2.0,2.2477756500000003,4
sub-10663,stranger,0-4,1.0,4.0,2.19142745,4
sub-10663,stranger,0-8,1.0,8.0,2.5390282,3
sub-10663,stranger,2-4,0.0,2.0,2.10272185,4
sub-10663,stranger,2-8,0.0,2.0,1.90983375,8
sub-10663,stranger,4-8,0.0,4.0,1.8182536,4
sub-10668,computer,0-2,0.5,1.0,2.5871246,2
sub-10668,computer,0-4,0.0,0.0,1.7925034,2
sub-10668,computer,0-8,0.0,0.0,2.3004252000000003,2
sub-10668,computer,2-4,1.0,4.0,2.9553268,1
sub-10668,computer,2-8,0.5,5.0,2.1184296,4
sub-10668,computer,4-8,0.0,4.0,2.0061283,1
sub-10668,friend,0-2,1.0,2.0,1.8680599500000001,2
sub-10668,friend,0-4,1.0,4.0,2.08791375,2
sub-10668,friend,0-8,1.0,8.0,2.7955678,1
sub-10668,friend,2-4,0.5,3.0,2.39101145,2
sub-10668,friend,2-8,0.75,6.5,2.07484755,4
sub-10668,friend,4-8,1.0,8.0,2.0632123,2
sub-10668,stranger,0-2,0.5,1.0,2.3700718,2
sub-10668,stranger,0-4,0.5,2.0,2.40503155,2
sub-10668,stranger,0-8,0.0,0.0,1.8779004,1
sub-10668,stranger,2-4,0.0,2.0,2.147538,2
sub-10668,stranger,2-8,0.6666666666666666,6.0,1.6514395,3
sub-10668,stranger,4-8,0.5,6.0,2.7547493000000003,2
sub-10673,computer,0-2,0.25,0.5,1.4813146000000001,4
sub-10673,computer,0-4,0.5,2.0,1.336489,4
sub-10673,computer,0-8,1.0,8.0,1.5624881,4
sub-10673,computer,2-4,0.5,3.0,1.4963708,4
sub-10673,computer,2-8,0.375,4.25,1.28704435,8
sub-10673,computer,4-8,0.25,5.0,1.775774,4
sub-10673,friend,0-2,0.75,1.5,1.7524107500000001,4
sub-10673,friend,0-4,0.5,2.0,1.6288717,4
sub-10673,friend,0-8,1.0,8.0,1.65634715,4
sub-10673,friend,2-4,0.75,3.5,1.6828666499999998,4
sub-10673,friend,2-8,0.375,4.25,1.57084265,8
sub-10673,friend,4-8,0.5,6.0,1.7089131,4
sub-10673,stranger,0-2,0.5,1.0,1.60071305,4
sub-10673,stranger,0-4,1.0,4.0,1.590026,4
sub-10673,stranger,0-8,0.75,6.0,1.58270875,4
sub-10673,stranger,2-4,0.25,2.5,1.2351936000000001,4
sub-10673,stranger,2-8,0.25,3.5,1.2506592,8
sub-10673,stranger,4-8,0.0,4.0,1.44718385,4
sub-10674,computer,0-2,1.0,2.0,1.74516475,4
sub-10674,computer,0-4,1.0,4.0,1.5931958,4
sub-10674,computer,0-8,1.0,8.0,1.4963761,4
sub-10674,computer,2-4,1.0,4.0,1.67589175,4
sub-10674,computer,2-8,1.0,8.0,1.4666044,8
sub-10674,computer,4-8,1.0,8.0,1.5877013,4
sub-10674,friend,0-2,1.0,2.0,1.38991365,4
sub-10674,friend,0-4,1.0,4.0,1.3878343,4
sub-10674,friend,0-8,1.0,8.0,1.40525075,4
sub-10674,friend,2-4,1.0,4.0,1.5546742999999998,4
sub-10674,friend,2-8,1.0,8.0,1.5396832,8
sub-10674,friend,4-8,1.0,8.0,1.51037445,4
sub-10674,stranger,0-2,1.0,2.0,1.6136967,4
sub-10674,stranger,0-4,1.0,4.0,1.5712401,4
sub-10674,stranger,0-8,1.0,8.0,1.5675905,4
sub-10674,stranger,2-4,1.0,4.0,1.5868883,4
sub-10674,stranger,2-8,1.0,8.0,1.5696943,8
sub-10674,stranger,4-8,1.0,8.0,1.73728105,4
sub-10677,computer,0-2,0.75,1.5,1.7504456,4
sub-10677,computer,0-4,0.0,0.0,1.89425905,4
sub-10677,computer,0-8,0.75,6.0,1.78867165,4
sub-10677,computer,2-4,0.25,2.5,1.85460745,4
sub-10677,computer,2-8,0.25,3.5,1.9029516499999999,8
sub-10677,computer,4-8,0.25,5.0,1.7736249499999999,4
sub-10677,friend,0-2,1.0,2.0,1.8515982,4
sub-10677,friend,0-4,1.0,4.0,1.7827619000000001,4
sub-10677,friend,0-8,0.75,6.0,1.40893735,4
sub-10677,friend,2-4,1.0,4.0,1.690559,3
sub-10677,friend,2-8,0.5,5.0,1.9555595499999998,8
sub-10677,friend,4-8,1.0,8.0,1.4336641,3
sub-10677,stranger,0-2,0.5,1.0,1.6068137500000002,4
sub-10677,stranger,0-4,0.75,3.0,1.96635845,4
sub-10677,stranger,0-8,0.5,4.0,2.09246895,4
sub-10677,stranger,2-4,0.0,2.0,1.79436815,4
sub-10677,stranger,2-8,0.25,3.5,1.88825325,8
sub-10677,stranger,4-8,0.0,4.0,1.7940326,4
sub-10685,computer,0-2,0.0,0.0,1.98117455,4
sub-10685,computer,0-4,0.0,0.0,1.8674088000000002,4
sub-10685,computer,0-8,0.0,0.0,1.81657145,4
sub-10685,computer,2-4,0.25,2.5,2.1064856,4
sub-10685,computer,2-8,0.125,2.75,1.76489215,8
sub-10685,computer,4-8,0.0,4.0,1.96258315,4
sub-10685,friend,0-2,0.5,1.0,1.9472604000000002,4
sub-10685,friend,0-4,1.0,4.0,1.7818957,4
sub-10685,friend,0-8,1.0,8.0,1.8523018,3
sub-10685,friend,2-4,1.0,4.0,1.68653775,4
sub-10685,friend,2-8,1.0,8.0,1.6698869,8
sub-10685,friend,4-8,1.0,8.0,1.766216,4
sub-10685,stranger,0-2,0.25,0.5,1.8911693500000002,4
sub-10685,stranger,0-4,0.25,1.0,2.2322903,4
sub-10685,stranger,0-8,0.0,0.0,2.04419685,4
sub-10685,stranger,2-4,0.25,2.5,2.10564195,4
sub-10685,stranger,2-8,0.375,4.25,2.00270575,8
sub-10685,stranger,4-8,0.25,5.0,2.10124025,4
sub-10690,computer,0-2,1.0,2.0,2.0407475,2
sub-10690,computer,0-4,0.5,2.0,1.9807898000000002,2
sub-10690,computer,0-8,0.5,4.0,1.9425624,2
sub-10690,computer,2-4,0.0,2.0,1.98753905,2
sub-10690,computer,2-8,0.25,3.5,1.726013,4
sub-10690,computer,4-8,0.0,4.0,1.6625056,2
sub-10690,friend,0-2,1.0,2.0,1.9455073999999999,2
sub-10690,friend,0-4,1.0,4.0,1.7873997,2
sub-10690,friend,0-8,0.5,4.0,2.2298797500000003,2
sub-10690,friend,2-4,1.0,4.0,1.7791548499999998,2
sub-10690,friend,2-8,0.75,6.5,2.30425895,4
sub-10690,friend,4-8,0.5,6.0,2.03408515,2
sub-10690,stranger,0-2,1.0,2.0,1.9506127,2
sub-10690,stranger,0-4,0.5,2.0,1.53997375,2
sub-10690,stranger,0-8,1.0,8.0,2.25957255,2
sub-10690,stranger,2-4,1.0,4.0,1.8166823,1
sub-10690,stranger,2-8,0.25,3.5,2.024439,4
sub-10690,stranger,4-8,0.5,6.0,2.1862632499999997,2
sub-10691,computer,0-2,1.0,2.0,1.706144,4
sub-10691,computer,0-4,0.75,3.0,1.9791431,4
sub-10691,computer,0-8,1.0,8.0,1.8738468,4
sub-10691,computer,2-4,1.0,4.0,1.80900935,4
sub-10691,computer,2-8,1.0,8.0,1.7556369,8
sub-10691,computer,4-8,0.75,7.0,2.1942824,4
sub-10691,friend,0-2,1.0,2.0,1.8318590499999998,4
sub-10691,friend,0-4,1.0,4.0,1.6729591,4
sub-10691,friend,0-8,1.0,8.0,1.65632015,4
sub-10691,friend,2-4,1.0,4.0,1.9202241999999998,4
sub-10691,friend,2-8,0.875,7.25,1.7817546499999999,8
sub-10691,friend,4-8,1.0,8.0,1.7386906500000001,4
sub-10691,stranger,0-2,0.75,1.5,1.8735633,4
sub-10691,stranger,0-4,1.0,4.0,1.8657327000000001,4
sub-10691,stranger,0-8,1.0,8.0,1.7590755,4
sub-10691,stranger,2-4,1.0,4.0,1.9427358000000001,4
sub-10691,stranger,2-8,1.0,8.0,1.88359845,8
sub-10691,stranger,4-8,0.75,7.0,1.5783819000000001,4
sub-10700,computer,0-2,0.0,0.0,1.4959959500000002,4
sub-10700,computer,0-4,0.25,1.0,1.6590308500000002,4
sub-10700,computer,0-8,0.0,0.0,1.4604591500000002,4
sub-10700,computer,2-4,0.0,2.0,1.5220311,4
sub-10700,computer,2-8,0.0,2.0,1.6100001499999999,8
sub-10700,computer,4-8,0.75,7.0,1.61352525,4
sub-10700,friend,0-2,0.5,1.0,1.59838125,4
sub-10700,friend,0-4,0.75,3.0,1.4922549,4
sub-10700,friend,0-8,1.0,8.0,1.4823604,4
sub-10700,friend,2-4,0.75,3.5,1.6914940500000002,4
sub-10700,friend,2-8,0.875,7.25,1.4683282,8
sub-10700,friend,4-8,0.75,7.0,1.3360178,4
sub-10700,stranger,0-2,0.0,0.0,1.3842047,4
sub-10700,stranger,0-4,0.0,0.0,1.6868900500000001,4
sub-10700,stranger,0-8,0.25,2.0,1.52432625,4
sub-10700,stranger,2-4,0.0,2.0,1.6254858,4
sub-10700,stranger,2-8,0.25,3.5,1.5657855999999999,8
sub-10700,stranger,4-8,0.0,4.0,1.5754168000000002,4
sub-10701,computer,0-2,0.25,0.5,1.61345085,4
sub-10701,computer,0-4,0.0,0.0,1.20008175,4
sub-10701,computer,0-8,0.0,0.0,1.5318315,4
sub-10701,computer,2-4,0.25,2.5,1.55229235,4
sub-10701,computer,2-8,0.25,3.5,1.6224199000000001,8
sub-10701,computer,4-8,0.25,5.0,1.6808429,4
sub-10701,friend,0-2,0.0,0.0,1.62359615,4
sub-10701,friend,0-4,0.0,0.0,1.50164805,4
sub-10701,friend,0-8,0.25,2.0,1.60949175,4
sub-10701,friend,2-4,0.0,2.0,1.6430403500000001,4
sub-10701,friend,2-8,0.25,3.5,1.4632766,8
sub-10701,friend,4-8,0.25,5.0,1.64985885,4
sub-10701,stranger,0-2,0.5,1.0,1.66546405,4
sub-10701,stranger,0-4,0.3333333333333333,1.3333333333333333,1.8146896,3
sub-10701,stranger,0-8,0.5,4.0,1.89247075,4
sub-10701,stranger,2-4,0.25,2.5,1.561519,4
sub-10701,stranger,2-8,0.0,2.0,1.670088,8
sub-10701,stranger,4-8,0.25,5.0,1.6597157500000002,4
sub-10713,computer,0-2,1.0,2.0,2.3802798999999997,4
sub-10713,computer,0-4,0.75,3.0,2.03025645,4
sub-10713,computer,0-8,0.75,6.0,2.21913625,4
sub-10713,computer,2-4,0.25,2.5,1.94983665,4
sub-10713,computer,2-8,0.14285714285714285,2.857142857142857,2.4877226,7
sub-10713,computer,4-8,0.25,5.0,1.9496419999999999,4
sub-10713,friend,0-2,0.3333333333333333,0.6666666666666666,2.1975975,3
sub-10713,friend,0-4,0.0,0.0,2.3811439,4
sub-10713,friend,0-8,0.75,6.0,2.5167168,4
sub-10713,friend,2-4,0.75,3.5,2.265949,4
sub-10713,friend,2-8,0.25,3.5,2.2591766,8
sub-10713,friend,4-8,0.25,5.0,2.1773382,4
sub-10713,stranger,0-2,0.5,1.0,2.2706654,4
sub-10713,stranger,0-4,0.0,0.0,1.8438020499999999,4
sub-10713,stranger,0-8,0.0,0.0,1.90148075,4
sub-10713,stranger,2-4,0.0,2.0,2.02689435,4
sub-10713,stranger,2-8,0.14285714285714285,2.857142857142857,1.962099,7
sub-10713,stranger,4-8,0.0,4.0,2.22571895,4
sub-10716,computer,0-2,0.75,1.5,1.6658514,4
sub-10716,computer,0-4,1.0,4.0,1.7155094499999999,4
sub-10716,computer,0-8,0.75,6.0,1.94383945,4
sub-10716,computer,2-4,0.25,2.5,1.72269115,4
sub-10716,computer,2-8,0.25,3.5,1.9277153500000002,8
sub-10716,computer,4-8,0.0,4.0,1.7454817999999999,4
sub-10716,friend,0-2,1.0,2.0,1.5865783,4
sub-10716,friend,0-4,1.0,4.0,1.78825125,4
sub-10716,friend,0-8,1.0,8.0,1.7802775,4
sub-10716,friend,2-4,0.5,3.0,1.7253215000000002,4
sub-10716,friend,2-8,0.25,3.5,1.7320449999999998,8
sub-10716,friend,4-8,0.25,5.0,1.80098385,4
sub-10716,stranger,0-2,1.0,2.0,1.63670965,4
sub-10716,stranger,0-4,1.0,4.0,1.93218475,4
sub-10716,stranger,0-8,1.0,8.0,2.21647045,4
sub-10716,stranger,2-4,0.5,3.0,1.7368245500000001,4
sub-10716,stranger,2-8,0.25,3.5,1.8128624,8
sub-10716,stranger,4-8,0.0,4.0,1.7337859500000001,4
sub-10718,computer,0-2,1.0,2.0,1.5756423499999999,4
sub-10718,computer,0-4,1.0,4.0,1.64638045,4
sub-10718,computer,0-8,1.0,8.0,1.42225525,4
sub-10718,computer,2-4,1.0,4.0,1.61254175,4
sub-10718,computer,2-8,1.0,8.0,1.478088,8
sub-10718,computer,4-8,1.0,8.0,1.68246195,4
sub-10718,friend,0-2,1.0,2.0,1.6110723,4
sub-10718,friend,0-4,1.0,4.0,1.4952484,4
sub-10718,friend,0-8,1.0,8.0,1.53511865,4
sub-10718,friend,2-4,1.0,4.0,1.6805387999999999,4
sub-10718,friend,2-8,1.0,8.0,1.5393075,8
sub-10718,friend,4-8,0.75,7.0,1.6300607500000002,4
sub-10718,stranger,0-2,1.0,2.0,1.7179554000000001,4
sub-10718,stranger,0-4,1.0,4.0,1.4971155,4
sub-10718,stranger,0-8,1.0,8.0,1.5025537999999998,4
sub-10718,stranger,2-4,1.0,4.0,1.6484399,4
sub-10718,stranger,2-8,1.0,8.0,1.4747924000000001,8
sub-10718,stranger,4-8,1.0,8.0,1.5013638,4
sub-10720,computer,0-2,0.75,1.5,1.53986705,4
sub-10720,computer,0-4,0.75,3.0,1.6991421,4
sub-10720,computer,0-8,0.5,4.0,1.6884030499999998,4
sub-10720,computer,2-4,0.5,3.0,1.66389555,4
sub-10720,computer,2-8,0.0,2.0,1.6393936999999998,8
sub-10720,computer,4-8,0.0,4.0,1.64967345,4
sub-10720,friend,0-2,1.0,2.0,1.9391156999999999,4
sub-10720,friend,0-4,1.0,4.0,1.40113625,4
sub-10720,friend,0-8,1.0,8.0,1.5158512000000002,4
sub-10720,friend,2-4,0.75,3.5,1.5968537999999999,4
sub-10720,friend,2-8,0.5,5.0,1.4162455500000002,8
sub-10720,friend,4-8,1.0,8.0,1.53264515,4
sub-10720,stranger,0-2,1.0,2.0,1.5534824500000002,4
sub-10720,stranger,0-4,1.0,4.0,1.4096307,4
sub-10720,stranger,0-8,0.75,6.0,1.5209065000000002,4
sub-10720,stranger,2-4,0.0,2.0,1.5463926,4
sub-10720,stranger,2-8,0.5,5.0,1.7310589,8
sub-10720,stranger,4-8,0.25,5.0,1.5182020999999999,4
sub-10723,computer,0-2,0.75,1.5,2.1825350500000003,4
sub-10723,computer,0-4,0.5,2.0,2.2393613,4
sub-10723,computer,0-8,0.5,4.0,1.91625305,4
sub-10723,computer,2-4,1.0,4.0,2.1001777,4
sub-10723,computer,2-8,0.2857142857142857,3.7142857142857144,2.21251,7
sub-10723,computer,4-8,0.25,5.0,1.8062297,4
sub-10723,friend,0-2,0.5,1.0,1.9749707,4
sub-10723,friend,0-4,1.0,4.0,1.91475265,4
sub-10723,friend,0-8,0.5,4.0,1.87085355,4
sub-10723,friend,2-4,0.25,2.5,2.15332545,4
sub-10723,friend,2-8,0.5,5.0,1.8652342,8
sub-10723,friend,4-8,0.25,5.0,1.72414555,4
sub-10723,stranger,0-2,1.0,2.0,1.9557355,4
sub-10723,stranger,0-4,0.25,1.0,2.0634246000000003,4
sub-10723,stranger,0-8,0.25,2.0,2.12946395,4
sub-10723,stranger,2-4,1.0,4.0,1.7842288,4
sub-10723,stranger,2-8,0.375,4.25,1.98899025,8
sub-10723,stranger,4-8,0.0,4.0,1.7600986,4
sub-10741,computer,0-2,0.75,1.5,2.1797534,4
sub-10741,computer,0-4,0.75,3.0,1.9672573500000001,4
sub-10741,computer,0-8,0.5,4.0,2.0602549,4
sub-10741,computer,2-4,0.25,2.5,1.73863495,4
sub-10741,computer,2-8,0.25,3.5,1.6165577500000001,8
sub-10741,computer,4-8,0.5,6.0,1.90979295,4
sub-10741,friend,0-2,0.5,1.0,2.1821012499999997,4
sub-10741,friend,0-4,0.75,3.0,2.0334137500000002,4
sub-10741,friend,0-8,0.75,6.0,1.8964561,4
sub-10741,friend,2-4,0.75,3.5,2.1510133500000004,4
sub-10741,friend,2-8,0.8571428571428571,7.142857142857143,1.9878476,7
sub-10741,friend,4-8,0.25,5.0,1.93293765,4
sub-10741,stranger,0-2,0.5,1.0,1.6266527499999999,4
sub-10741,stranger,0-4,1.0,4.0,2.2202199499999997,4
sub-10741,stranger,0-8,0.25,2.0,2.1770581,4
sub-10741,stranger,2-4,0.25,2.5,1.8755311,4
sub-10741,stranger,2-8,0.0,2.0,1.9501735500000001,8
sub-10741,stranger,4-8,0.25,5.0,1.77209105,4
sub-10748,computer,0-2,1.0,2.0,1.5310469,4
sub-10748,computer,0-4,0.75,3.0,1.6334731,4
sub-10748,computer,0-8,1.0,8.0,1.7288345,4
sub-10748,computer,2-4,0.75,3.5,1.99442065,4
sub-10748,computer,2-8,0.875,7.25,1.71937075,8
sub-10748,computer,4-8,0.5,6.0,2.0224634999999997,4
sub-10748,friend,0-2,1.0,2.0,1.4055936500000001,4
sub-10748,friend,0-4,1.0,4.0,1.47743,4
sub-10748,friend,0-8,0.75,6.0,1.6999503,4
sub-10748,friend,2-4,1.0,4.0,1.5722260000000001,4
sub-10748,friend,2-8,0.875,7.25,1.5950986999999999,8
sub-10748,friend,4-8,0.75,7.0,1.7700134,4
sub-10748,stranger,0-2,1.0,2.0,1.50253135,4
sub-10748,stranger,0-4,1.0,4.0,1.5723546,4
sub-10748,stranger,0-8,1.0,8.0,1.84037005,4
sub-10748,stranger,2-4,0.5,3.0,1.7219785,4
sub-10748,stranger,2-8,0.375,4.25,1.64122035,8
sub-10748,stranger,4-8,0.0,4.0,1.8799407500000003,4
sub-10767,computer,0-2,0.0,0.0,1.5023649,4
sub-10767,computer,0-4,0.0,0.0,1.8364317,4
sub-10767,computer,0-8,0.0,0.0,1.78379545,4
sub-10767,computer,2-4,0.0,2.0,1.6220900999999999,4
