parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,max_depth_hits,min_bfmi,passed
"natural[46,1]",0.872605,0.00119324,0.118967,0.101687,0.626027,0.909413,0.994807,9542.45,6643.84,32.8255,1.00016,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[46,2]",1.10201,0.0022745,0.215221,0.213983,0.775857,1.08741,1.47931,8964.34,6133.85,30.8369,1.00008,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[46,3]",0.0038337,5.43068e-05,0.00536928,0.00233184,8.47212e-05,0.00189952,0.0140622,11166.6,6111.54,38.4126,1.0001,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[47,1]",0.379585,0.00378496,0.244901,0.226679,0.0827821,0.31731,0.880213,4875.65,4226.75,16.772,1.00035,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[47,2]",0.24926,0.00170937,0.134757,0.121506,0.0745121,0.22455,0.508657,5410.44,4594.7,18.6116,1.00057,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[47,3]",0.0956803,0.00148943,0.108759,0.0683425,0.0034085,0.0633683,0.292172,5930.04,5529.67,20.399,1.00064,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[48,1]",0.151911,0.00239876,0.159936,0.0962321,0.00745564,0.104622,0.474531,5642.47,4062.68,19.4098,1.00024,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[48,2]",0.263358,0.00279419,0.199229,0.156349,0.0551534,0.202514,0.67148,4211.08,5914.0,14.4859,1.00012,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[48,3]",0.17787,0.00358385,0.236642,0.0913653,0.00431856,0.0774184,0.786996,5343.45,5397.64,18.3812,1.0003,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[49,1]",0.200046,0.00319487,0.213954,0.141478,0.00608196,0.12397,0.678376,5008.84,4173.23,17.2302,0.999976,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[49,2]",0.150409,0.00111448,0.0932204,0.0768937,0.0430857,0.128683,0.331222,6006.77,5304.16,20.663,1.0004,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[49,3]",0.241609,0.00338879,0.244642,0.173671,0.00757962,0.154664,0.804949,5828.07,5574.82,20.0482,1.00017,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[50,1]",0.663523,0.00240403,0.203497,0.25043,0.328559,0.670118,0.969945,6721.37,4505.58,23.1212,1.0001,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[50,2]",0.648878,0.0023539,0.199943,0.195249,0.35718,0.627111,1.01257,6653.55,5617.25,22.8879,1.00035,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[50,3]",0.0519947,0.000492197,0.0404618,0.0459283,0.00162355,0.046055,0.126205,6185.47,6100.81,21.2777,1.00043,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[51,1]",0.211083,0.00346132,0.188699,0.090896,0.0524535,0.145429,0.650971,4170.79,3194.26,14.3473,1.00156,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[51,2]",0.44893,0.0046353,0.316234,0.286321,0.0804925,0.370055,1.07583,3621.19,3595.98,12.4567,1.00142,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[51,3]",0.071213,0.00202334,0.118478,0.0377757,0.00205466,0.0330363,0.268372,5082.99,4000.09,17.4852,1.00092,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[52,1]",0.720914,0.00270757,0.237296,0.23942,0.259197,0.784672,0.988381,7197.47,5784.61,24.7589,1.00036,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[52,2]",0.212361,0.000836708,0.0865234,0.0880227,0.0801186,0.206057,0.363855,9758.25,5401.46,33.5679,1.0004,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[52,3]",0.0205934,0.000480713,0.0400172,0.0109518,0.000344736,0.0087927,0.0757745,10242.2,6383.1,35.2327,0.999872,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[53,1]",0.0580486,0.00191077,0.112775,0.0279858,0.0015434,0.0245688,0.210751,6959.94,4210.71,23.9418,1.00052,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[53,2]",0.139821,0.00110781,0.0852073,0.0615909,0.046162,0.121263,0.299824,6455.1,5548.52,22.2052,1.00085,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[53,3]",0.401253,0.00372352,0.306947,0.387533,0.0108802,0.353472,0.940012,6024.03,5482.86,20.7224,1.00116,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[54,1]",0.0356945,0.000355171,0.0345136,0.0258059,0.00194781,0.0259793,0.104739,7975.04,5232.07,27.4337,1.00013,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[54,2]",0.472195,0.00482808,0.282248,0.175197,0.197875,0.375019,1.08685,3861.42,6832.07,13.2831,1.00131,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[54,3]",0.303669,0.00382172,0.258207,0.257541,0.011834,0.234029,0.832281,3836.13,5527.67,13.1961,1.00197,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[55,1]",0.0449914,0.000504925,0.0469486,0.0306398,0.00242826,0.0309219,0.134154,7558.01,5749.1,25.9992,1.00025,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[55,2]",0.296329,0.0023629,0.177216,0.114348,0.114828,0.246155,0.671304,6781.19,6121.26,23.3269,1.00067,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[55,3]",0.338557,0.00331698,0.268798,0.280088,0.0175059,0.271921,0.867005,5424.73,5602.01,18.6608,1.00106,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[56,1]",0.131814,0.00259641,0.166628,0.0831192,0.0042524,0.0742053,0.490824,5150.46,4302.48,17.7173,1.00067,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[56,2]",0.166223,0.00120684,0.10332,0.0795407,0.0500925,0.141745,0.365144,6522.21,5263.67,22.4361,1.00007,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[56,3]",0.289031,0.00323648,0.261417,0.216079,0.0134606,0.200734,0.852361,6998.94,5652.01,24.076,1.00121,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[57,1]",0.781426,0.00159913,0.160357,0.174127,0.476595,0.810783,0.985449,8714.75,5609.72,29.9783,1.00054,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[57,2]",0.582417,0.00134231,0.136687,0.133943,0.37274,0.574231,0.816952,10137.5,5617.81,34.8723,0.999974,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[57,3]",0.0120707,0.000158573,0.0154966,0.00757492,0.000294195,0.00631123,0.0434684,10781.3,6973.88,37.0872,0.999849,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[58,1]",0.742807,0.00209587,0.197857,0.228761,0.379683,0.780395,0.987746,8380.47,5816.25,28.8284,1.00085,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[58,2]",0.652216,0.00153377,0.155443,0.148581,0.420067,0.640329,0.926576,10150.5,6142.45,34.9173,1.00005,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[58,3]",0.0116198,0.00015356,0.0145349,0.00740884,0.00027785,0.00601426,0.0425521,9900.57,6748.13,34.0575,1.00008,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[59,1]",0.252871,0.00373531,0.219077,0.143932,0.0321267,0.184068,0.774065,4355.14,3129.57,14.9814,1.0011,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[59,2]",0.276351,0.00264466,0.190661,0.162361,0.0600919,0.230733,0.646286,4184.37,4995.01,14.394,1.00006,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[59,3]",0.120653,0.00206728,0.150195,0.0761745,0.00506984,0.0746694,0.409101,6713.66,4984.27,23.0946,1.00026,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[60,1]",0.34784,0.00455823,0.315829,0.306597,0.00642408,0.238862,0.939487,4978.64,5887.13,17.1263,1.00148,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[60,2]",0.178546,0.00113769,0.105309,0.096978,0.0467218,0.158718,0.375165,7451.85,5855.61,25.634,1.00056,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[60,3]",0.154715,0.0030597,0.221165,0.0761157,0.00184087,0.058655,0.708597,8282.48,4946.19,28.4913,1.00104,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[61,1]",0.767815,0.00178437,0.179801,0.195996,0.427888,0.806133,0.988398,9275.18,5297.01,31.9061,0.999836,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[61,2]",0.530036,0.0012875,0.128984,0.129423,0.327179,0.523803,0.750762,9974.55,6450.69,34.3119,1.00024,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[61,3]",0.0122846,0.000155622,0.0155607,0.00777993,0.000290604,0.00638766,0.0446047,10351.0,6002.09,35.6069,0.999865,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[62,1]",0.216418,0.00312867,0.20193,0.145987,0.0138575,0.153028,0.6673,4634.59,4824.85,15.9427,0.999801,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[62,2]",0.27758,0.00240176,0.192477,0.155677,0.0656291,0.228481,0.665674,5442.2,5649.29,18.7209,1.00068,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[62,3]",0.224429,0.00310378,0.224768,0.147902,0.011503,0.141757,0.7435,5991.09,5616.81,20.609,0.999953,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[63,1]",0.711129,0.00215972,0.176677,0.216795,0.426402,0.709214,0.98355,6362.63,4440.4,21.8871,1.0018,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[63,2]",1.10313,0.0024975,0.24615,0.236664,0.747685,1.08321,1.54109,9143.52,6255.34,31.4532,1.00083,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[63,3]",0.00528472,7.32131e-05,0.00706444,0.00327793,0.000143245,0.00274468,0.0190879,10108.3,5493.39,34.7722,1.00005,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[64,1]",0.0980943,0.00086759,0.0783234,0.0794648,0.00549281,0.0809084,0.244589,6712.5,6000.25,23.0907,0.999858,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[64,2]",0.420851,0.00217778,0.187283,0.150982,0.201152,0.378298,0.787595,7555.56,6412.93,25.9907,1.00084,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[64,3]",0.379713,0.00244439,0.210737,0.203385,0.106065,0.337134,0.800726,7900.87,5469.45,27.1786,1.00043,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[65,1]",0.880807,0.00106993,0.116348,0.0901062,0.638991,0.920278,0.995288,11010.8,6080.16,37.8767,1.00001,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[65,2]",0.837518,0.00173514,0.169895,0.167377,0.577022,0.828505,1.13642,9594.58,6846.13,33.0049,1.00018,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[65,3]",0.00861493,0.000144125,0.0136943,0.00402336,9.79679e-05,0.00306421,0.0369292,11314.2,6602.16,38.9201,0.999771,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[66,1]",0.642857,0.00262107,0.226372,0.276242,0.257818,0.654057,0.974204,7242.98,5640.3,24.9155,1.00005,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[66,2]",0.305901,0.00158119,0.137769,0.119526,0.123203,0.28557,0.560277,7168.47,5757.67,24.6592,0.999894,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[66,3]",0.0429502,0.000494014,0.0454186,0.035869,0.000775234,0.0286433,0.12665,7639.02,6078.21,26.2778,1.00034,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[67,1]",0.457281,0.00496086,0.291185,0.359378,0.0625213,0.413652,0.948613,3522.7,4973.53,12.1179,1.00075,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[67,2]",0.197523,0.00131595,0.110565,0.096903,0.0580894,0.178121,0.404837,5900.0,4486.23,20.2957,1.00048,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[67,3]",0.11479,0.00241221,0.165698,0.0633509,0.0021798,0.0518322,0.468508,5204.45,5049.61,17.903,1.00103,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[68,1]",0.237387,0.00379333,0.249918,0.162984,0.00639174,0.14128,0.821297,5127.69,5111.32,17.639,1.00058,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[68,2]",0.156642,0.00132426,0.104615,0.0849716,0.0394923,0.131497,0.36313,5656.27,6285.68,19.4573,1.00004,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[68,3]",0.185689,0.00386323,0.253812,0.0862351,0.00280823,0.066965,0.825145,5438.31,5569.48,18.7075,1.00069,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[69,1]",0.55117,0.00304038,0.2446,0.289253,0.192744,0.524029,0.966008,6936.63,5110.24,23.8616,1.0002,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[69,2]",0.303823,0.00146352,0.123555,0.109935,0.131455,0.290308,0.516561,6537.14,4737.33,22.4874,1.00052,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[69,3]",0.0208802,0.000452996,0.0341199,0.0142188,0.0006652,0.0124416,0.0636389,8230.53,5671.84,28.3126,0.999769,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[70,1]",0.748516,0.00215398,0.177895,0.221155,0.438233,0.767989,0.987791,6450.14,5260.37,22.1881,1.00018,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[70,2]",1.35328,0.00285078,0.280987,0.274077,0.936014,1.32861,1.85152,9517.19,6184.6,32.7386,1.00013,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[70,3]",0.00638693,9.36672e-05,0.00865595,0.00385587,0.000149645,0.00311238,0.0243415,10438.9,6691.74,35.9092,0.999928,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[71,1]",0.334923,0.00311332,0.243468,0.222091,0.0285636,0.275081,0.842029,6156.92,4651.96,21.1795,1.00071,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[71,2]",0.281384,0.0023726,0.196955,0.155028,0.0636142,0.23286,0.657795,5978.97,5378.13,20.5674,1.00079,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[71,3]",0.116106,0.00214119,0.16607,0.0676633,0.00225324,0.0544281,0.476227,7902.82,5347.02,27.1853,1.00077,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[72,1]",0.307144,0.00413779,0.267841,0.228132,0.0146429,0.221381,0.8857,4366.09,4452.78,15.0191,1.00003,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[72,2]",0.194409,0.00162265,0.12615,0.106053,0.0487043,0.164669,0.438034,5460.01,5603.22,18.7822,1.00038,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[72,3]",0.154905,0.00282348,0.195131,0.0957924,0.00399119,0.0828451,0.613476,5897.48,4871.65,20.287,1.0008,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[73,1]",0.110892,0.00115983,0.103561,0.0873223,0.00459307,0.083107,0.31446,5518.59,4818.3,18.9837,1.00004,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[73,2]",0.292452,0.00238656,0.187963,0.147798,0.0848423,0.24188,0.665666,5385.46,5374.81,18.5257,1.0002,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[73,3]",0.267629,0.00347164,0.233397,0.166527,0.0280596,0.189078,0.807113,5854.38,4336.75,20.1388,1.00039,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[74,1]",0.679164,0.00227877,0.189092,0.227358,0.374964,0.675033,0.975959,6756.63,4941.55,23.2425,1.00017,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[74,2]",0.769185,0.00162231,0.164896,0.159262,0.514499,0.75898,1.04938,10167.8,6228.8,34.9769,1.00009,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[74,3]",0.00649984,7.80578e-05,0.00780902,0.00431518,0.000232466,0.00378036,0.021553,11159.0,6403.81,38.3863,0.999929,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[75,1]",0.377367,0.0042283,0.289338,0.291211,0.0275448,0.29317,0.930184,5457.72,4231.23,18.7743,1.00037,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[75,2]",0.161346,0.00119849,0.0936856,0.081066,0.0441454,0.143227,0.343565,5519.45,5184.99,18.9866,1.00049,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[75,3]",0.103334,0.00267012,0.168237,0.05118,0.00195374,0.042472,0.456804,6215.01,4143.96,21.3793,1.00041,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[76,1]",0.223965,0.0029324,0.178725,0.114173,0.0509828,0.168141,0.605596,4638.53,3845.8,15.9563,1.00141,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[76,2]",0.433871,0.00390099,0.278519,0.25654,0.0908655,0.378224,0.980445,4037.02,4181.68,13.8871,0.999997,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[76,3]",0.103364,0.00219262,0.131698,0.065258,0.00460251,0.0663645,0.322409,6089.79,3973.53,20.9486,0.999892,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[77,1]",0.535923,0.00342864,0.259878,0.31996,0.172667,0.499598,0.970025,6158.68,5432.45,21.1855,1.00104,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[77,2]",0.285005,0.00149757,0.134911,0.121275,0.10959,0.262322,0.537813,7629.24,5859.62,26.2442,1.0006,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[77,3]",0.0311966,0.000497863,0.0443668,0.0199857,0.000629994,0.0159565,0.108981,8314.13,6298.26,28.6002,1.00021,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[78,1]",0.779899,0.00213629,0.190732,0.182352,0.390235,0.833329,0.989791,7239.82,5364.18,24.9046,0.999985,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[78,2]",0.660073,0.00144289,0.142102,0.13842,0.439531,0.653913,0.907474,9608.72,6221.3,33.0535,1.00021,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[78,3]",0.00920027,0.000127543,0.0120846,0.00571085,0.000236019,0.00477839,0.0336276,10905.3,6354.05,37.5138,1.0001,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[79,1]",0.521117,0.00342059,0.246437,0.277385,0.194218,0.470111,0.958212,5810.09,5273.79,19.9864,0.999949,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[79,2]",0.443085,0.00194249,0.171828,0.156015,0.208716,0.418464,0.766883,7062.08,5639.39,24.2932,0.999993,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[79,3]",0.0186864,0.000249795,0.0232699,0.0123036,0.000605173,0.0104711,0.0648561,10077.6,6581.58,34.6664,1.00015,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[80,1]",0.770565,0.00186117,0.161904,0.194081,0.485303,0.789514,0.988318,7379.16,5347.11,25.3839,0.999949,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[80,2]",1.2721,0.00257387,0.25917,0.250802,0.886029,1.2489,1.73176,9982.87,6740.82,34.3406,0.999998,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[80,3]",0.00474828,6.47046e-05,0.00624527,0.00299008,0.000125051,0.00251736,0.0170857,10087.9,6392.04,34.7018,0.999977,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[81,1]",0.485135,0.00383286,0.299997,0.376474,0.0721891,0.435778,0.969031,6022.88,5078.32,20.7184,1.00097,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[81,2]",0.186861,0.00108025,0.0996685,0.0891653,0.0564816,0.170363,0.373062,6821.67,4626.66,23.4662,1.00024,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[81,3]",0.0483379,0.00138089,0.0952416,0.0247821,0.000845976,0.0202949,0.173755,9006.92,4943.9,30.9833,1.00025,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[82,1]",0.876819,0.00115982,0.120767,0.0924873,0.615394,0.917056,0.99495,10751.2,6464.76,36.9834,0.999801,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[82,2]",1.39783,0.00284428,0.282203,0.275353,0.977976,1.3774,1.89321,10182.8,6269.15,35.0283,0.9998,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[82,3]",0.00486202,7.23411e-05,0.00701455,0.00270482,9.36492e-05,0.0021526,0.0191717,11508.1,7139.97,39.5873,0.999713,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[83,1]",0.0561015,0.000861354,0.0720629,0.0350859,0.00254501,0.0331201,0.186881,7465.56,5658.77,25.6811,0.999994,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[83,2]",0.483053,0.00339563,0.288724,0.223646,0.151674,0.414115,1.05217,6857.73,5489.16,23.5902,1.00034,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[83,3]",0.394098,0.00324672,0.27612,0.332027,0.017913,0.358369,0.886318,6805.01,5675.37,23.4089,1.00044,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[84,1]",0.715238,0.00238895,0.226808,0.240917,0.278049,0.766428,0.985692,8166.97,5066.14,28.094,1.00009,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[84,2]",0.376801,0.00180857,0.171006,0.165023,0.126445,0.359257,0.681322,7984.09,4541.84,27.4649,1.00015,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[84,3]",0.0258132,0.000673974,0.0477748,0.0140007,0.000389785,0.0109308,0.0956363,9698.09,6188.16,33.3609,1.00023,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[85,1]",0.796317,0.00270778,0.164089,0.141963,0.455227,0.838507,0.981113,4677.69,4005.9,16.091,1.00162,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[85,2]",0.509688,0.00278057,0.180745,0.185361,0.224416,0.507911,0.819541,4006.41,3363.3,13.7819,1.00083,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[85,3]",0.194602,0.00149797,0.0920287,0.0796209,0.0266028,0.197632,0.338434,3713.49,2831.8,12.7742,1.00104,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[86,1]",0.470963,0.00374518,0.279787,0.333257,0.100664,0.419215,0.95161,6045.31,5911.85,20.7956,1.00065,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[86,2]",0.272948,0.00163414,0.139743,0.120327,0.0940326,0.248088,0.537013,6366.55,5040.01,21.9006,1.00031,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[86,3]",0.0549796,0.000982897,0.079346,0.0368373,0.00143743,0.031502,0.176684,8989.05,6374.91,30.9219,1.00003,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[87,1]",0.628331,0.00275395,0.230721,0.263519,0.234759,0.640967,0.972525,6700.19,4464.11,23.0483,1.00088,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[87,2]",0.366739,0.00206897,0.182024,0.171969,0.116749,0.342044,0.707698,6604.97,4186.72,22.7208,1.00042,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[87,3]",0.0208232,0.000859574,0.053404,0.0100183,0.000482447,0.00867216,0.0674939,8318.61,5887.75,28.6156,1.00016,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[88,1]",0.440387,0.0022319,0.133146,0.105456,0.276331,0.416129,0.700914,5721.09,2721.59,19.6803,1.00129,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[88,2]",1.11178,0.00514022,0.362005,0.356998,0.578389,1.07653,1.75819,4425.76,4341.26,15.2244,1.00099,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[88,3]",0.0469805,0.000350328,0.0238455,0.023912,0.00570795,0.0474421,0.0853875,4457.23,4111.9,15.3326,1.00127,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[89,1]",0.751123,0.00197133,0.196453,0.21893,0.381615,0.79226,0.989129,8915.63,5692.42,30.6693,1.00012,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[89,2]",0.39394,0.00106127,0.111238,0.110827,0.218203,0.389525,0.58732,10763.8,5535.69,37.0271,1.00026,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[89,3]",0.0110211,0.000153496,0.014614,0.00688438,0.0003187,0.00567838,0.0398334,10248.0,6543.72,35.2527,1.00013,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[90,1]",0.0370569,0.000365247,0.0361975,0.0278414,0.0016574,0.0259306,0.110839,7801.25,5233.46,26.8359,1.00042,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[90,2]",0.337042,0.00174006,0.141259,0.0989211,0.17878,0.307497,0.602457,8077.8,5484.06,27.7872,0.9998,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[90,3]",0.414387,0.00276725,0.239579,0.252891,0.0737411,0.375848,0.863232,7463.65,5044.86,25.6746,1.0,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[91,1]",0.77634,0.00184283,0.158413,0.189068,0.492873,0.794309,0.989279,6887.27,5576.28,23.6919,1.00025,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[91,2]",1.72479,0.00390103,0.3852,0.365235,1.1696,1.67623,2.4193,9477.61,6039.36,32.6025,1.00035,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[91,3]",0.00563067,8.27921e-05,0.00777943,0.00328383,0.000108223,0.00264192,0.02093,8826.62,5576.63,30.3631,1.00042,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[92,1]",0.106093,0.00176,0.120671,0.065708,0.00625455,0.0778617,0.295815,7166.9,4669.68,24.6538,0.999988,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[92,2]",0.435781,0.00544109,0.370993,0.254876,0.0771391,0.312107,1.20567,4071.02,5565.32,14.0041,1.00036,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[92,3]",0.179245,0.00366803,0.244895,0.0842017,0.00300395,0.0666524,0.779699,4966.77,5650.24,17.0854,1.0002,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[93,1]",0.237949,0.00202435,0.129623,0.134945,0.0335393,0.235373,0.453244,3997.05,3772.27,13.7497,1.00069,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[93,2]",0.959021,0.00751758,0.559498,0.506582,0.263651,0.850253,2.05943,4555.1,4449.51,15.6693,1.00006,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[93,3]",0.320599,0.00242075,0.211461,0.204168,0.0400029,0.27944,0.738983,6800.14,5043.27,23.3921,1.0003,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
"natural[94,1]",0.462275,0.00352858,0.276744,0.323438,0.0572097,0.430606,0.945941,5924.5,4569.4,20.38,1.0008,H8_full_age_attempt95,111,0,0,0.7239704894574897,True
