model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,kappa,alpha,theta,theta_stranger,alpha_negative,phi,base_model,theta_upper,theta_at_upper,theta_near_upper,theta_stranger_at_upper,theta_stranger_near_upper,kappa_theta
M7_theta5,83,4,-42.0496594947179,92.0993189894358,92.61213950225633,101.7746814206222,0.199570898943917,0.2690983707939876,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10701,1.443875737706759,0.0420705362576991,0.193058392689311,0.0703772913382,,,M7,5,False,False,False,False,0.27875232916476006
M4_theta5,83,3,-42.12980239962766,90.25960479925531,90.56340226760976,97.5161266226451,0.2155597335151607,0.2677053374027136,True,100,100,98,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10701,1.7414757885116117,0.0408971630498414,0.2764879644164527,,,,M4,5,False,False,False,False,0.48149709584611233
M5_theta5,81,3,-48.12098432916664,102.24196865833328,102.5536569700216,109.4253161223506,0.0894815978141835,0.1429147474767378,True,100,100,82,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10713,0.8732927406807808,0.0892092551691178,0.2777532141381757,,,,M5,5,False,False,False,False,0.24255986560762327
M6_theta5,81,3,-48.833001285365995,103.666002570732,103.9776908824203,110.8493500347493,0.0767998282865581,0.1302329779491122,True,100,100,78,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10713,0.7085336890335345,0.1084243309066983,0.0,,,,M6,5,False,False,False,False,0.0
M7_theta5,81,4,-48.12098432916664,104.24196865833328,104.76828444780696,113.81976527702304,0.0716705479266655,0.1429147474767378,True,100,99,72,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10713,0.8732927443272951,0.0892092542450436,0.2777532151496558,0.0,,,M7,5,False,False,False,False,0.24255986750377254
M4_theta5,81,3,-42.004617272696336,90.00923454539267,90.320922857081,97.19258200941,0.1984205165873482,0.2518536662499023,True,100,100,68,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10713,3.9299178353101,0.0299450588508764,0.4667288793929127,,,,M4,5,False,False,False,False,1.834206147380504
M5_theta5,84,3,-57.83236440790467,121.66472881580934,121.96472881580934,128.95717921233927,-0.044792267343266,0.0067325555456254,True,100,100,36,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10716,0.0298115684714828,0.027673036430761,5.0,,,,M5,5,True,True,False,False,0.149057842357414
M6_theta5,84,3,-57.55474342689926,121.10948685379851,121.40948685379853,128.40193725032844,-0.040024143384418,0.0115006795044735,True,100,100,34,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10716,0.121523369617778,0.0482759741204529,1.321622531575599,,,,M6,5,False,False,False,False,0.16060802339984498
M7_theta5,84,4,-57.511081947195414,123.02216389439084,123.52849300831488,132.74543108976408,-0.0564492010111127,0.0122505628407426,True,100,100,54,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10716,0.1346545684979321,0.0468967564921272,1.488330495142815,1.0204797865615338,,,M7,5,False,False,False,False,0.20041050060576934
M4_theta5,84,3,-57.36235435534519,120.72470871069038,121.02470871069038,128.01715910722032,-0.0367198724385574,0.0148049504503341,True,100,100,6,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10716,0.4218526089522604,0.0349167853386997,0.7712252259758089,,,,M4,5,False,False,False,False,0.32534337366769156
M5_theta5,84,3,-51.60159726700844,109.20319453401687,109.50319453401688,116.49564493054682,0.0622207904556018,0.1137456133444934,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10718,0.1495176823701475,0.0,5.0,,,,M5,5,True,True,False,False,0.7475884118507375
M6_theta5,84,3,-32.32758021490061,70.65516042980121,70.95516042980121,77.94761082633116,0.3932508954447123,0.4447757183336038,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10718,0.3084811131558795,0.0268594481326665,5.0,,,,M6,5,True,True,False,False,1.5424055657793976
M7_theta5,84,4,-32.32758021490061,72.65516042980121,73.16148954372527,82.37842762517447,0.3760759544817484,0.4447757183336038,True,100,100,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10718,0.3084811123615814,0.0268594482728944,5.0,5.0,,,M7,5,True,True,True,True,1.5424055618079069
M4_theta5,84,3,-8.204863912433082,22.409727824866163,22.709727824866164,29.702178221396103,0.8075571238059176,0.8590819466948092,True,100,100,95,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10718,0.7324933075438887,0.0,5.0,,,,M4,5,True,True,False,False,3.662466537719444
M5_theta5,84,3,-50.452257366627336,106.90451473325469,107.20451473325468,114.19696512978462,0.0819606353910259,0.1334854582799175,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10720,0.4240107052448719,0.1695256093633133,1.8826655704292896,,,,M5,5,False,False,False,False,0.7982703562579622
M6_theta5,84,3,-51.865915585433754,109.73183117086752,110.0318311708675,117.02428156739744,0.057681138941217,0.1092059618301086,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10720,0.5257819289442683,0.0835606519479763,0.953428665523753,,,,M6,5,False,False,False,False,0.5012955628698386
M7_theta5,84,4,-48.9786645154526,105.9573290309052,106.46365814482924,115.68059622627844,0.0900945646504337,0.1587943285022891,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10720,0.6352060091457575,0.1055500288561519,1.42915425525871,0.4463590328445984,,,M7,5,False,False,False,False,0.9078073709365624
M4_theta5,84,3,-52.19356363953707,110.38712727907414,110.68712727907412,117.67957767560408,0.0520538029553626,0.1035786258442542,True,100,100,96,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10720,2.002859785339476,0.0122647121000663,0.7029069418963587,,,,M4,5,False,False,False,False,1.4078240467601686
M5_theta5,83,3,-56.2390323307558,118.4780646615116,118.78186212986604,125.7345864849014,-0.0296850382005104,0.0224605656870424,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10723,0.2988307187729544,0.0931355028769654,0.5173457781806354,,,,M5,5,False,False,False,False,0.1545988107478727
M6_theta5,83,3,-56.64433677191269,119.28867354382535,119.5924710121798,126.54519536721516,-0.0367299864813213,0.0154156174062315,True,100,100,88,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10723,0.2103314160137701,0.1210511937143383,0.0,,,,M6,5,False,False,False,False,0.0
M7_theta5,83,4,-56.2390323307558,120.4780646615116,120.9908851743321,130.153427092698,-0.047066906163028,0.0224605656870424,True,100,100,88,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10723,0.2988307170202591,0.0931355037383845,0.5173457698511142,0.0,,,M7,5,False,False,False,False,0.1545988073520064
M4_theta5,83,3,-56.271967692973455,118.54393538594692,118.84773285430134,125.8004572093367,-0.0302575163178754,0.0218880875696775,True,100,100,83,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10723,0.4375250828964691,0.0721366084801822,0.5850236239246073,,,,M4,5,False,False,False,False,0.25596250955400657
M5_theta5,83,3,-52.833761319177206,111.6675226383544,111.97132010670884,118.9240444617442,0.0295049328993375,0.0816505367868903,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10741,0.49466727947975,0.0689349686234731,1.324520604259051,,,,M5,5,False,False,False,False,0.6551970039236993
M6_theta5,83,3,-57.063568230356104,120.1271364607122,120.43093392906664,127.383658284102,-0.0440170123377186,0.0081285915498342,True,100,100,23,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10741,0.1424364598300277,0.2958158528566578,0.1916995176565247,,,,M6,5,False,False,False,False,0.02730500064611927
M7_theta5,83,4,-52.8337613191772,113.6675226383544,114.18034315117492,123.34288506954078,0.01212306493682,0.0816505367868904,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10741,0.4946672801323403,0.0689349665834422,1.324520581349934,0.0,,,M7,5,False,False,False,False,0.655196993455678
M4_theta5,83,3,-53.25103772120212,112.50207544240423,112.80587291075868,119.75859726579402,0.0222518895754661,0.074397493463019,True,100,100,74,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10741,5.493150167665018,0.0035760994974568,0.5695691580583186,,,,M4,5,False,False,False,False,3.128728916084876
M5_theta5,84,3,-48.01877616825504,102.03755233651007,102.33755233651009,109.33000273304005,0.1237555313075525,0.1752803541964441,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10748,0.2529856830105696,0.3438346212522161,5.0,,,,M5,5,True,True,False,False,1.2649284150528481
M6_theta5,84,3,-49.17168925737933,104.34337851475864,104.64337851475864,111.6358289112886,0.1039543170664147,0.1554791399553062,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10748,0.1176358123095456,0.3697179919676056,5.0,,,,M6,5,True,True,False,False,0.588179061547728
M7_theta5,84,4,-45.568805009178,99.137610018356,99.64393913228004,108.86087721372924,0.1486587003627011,0.2173584642145565,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10748,0.2803326402235924,0.3266391699050661,5.0,1.2743999058953368,,,M7,5,True,True,False,False,1.401663201117962
M4_theta5,84,3,-38.450655382964655,82.90131076592931,83.2013107659293,90.19376116245924,0.2880874409214223,0.3396122638103138,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10748,9.26265392539156,0.0143619184531263,0.6635594622263343,,,,M4,5,False,False,False,False,6.146321657521468
M5_theta5,84,3,-29.503623985892784,65.00724797178557,65.30724797178557,72.2996983683155,0.4417521769599156,0.4932769998488072,True,100,100,100,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10767,1.1942254302234243,0.1097943527060595,5.0,,,,M5,5,True,True,False,False,5.971127151117122
M6_theta5,84,3,-33.029701449624575,72.05940289924915,72.35940289924915,79.3518532957791,0.3811920046894849,0.4327168275783764,True,100,100,92,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10767,20.0,0.0,0.5198594637427089,,,,M6,5,False,False,False,False,10.397189274854178
M7_theta5,84,4,-18.99585489081255,45.9917097816251,46.49803889554915,55.71497697699835,0.6050475498574109,0.6737473137092664,True,100,100,97,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10767,19.805127234979125,0.0028522085765277,5.0,0.4888705718413765,,,M7,5,True,True,False,False,99.02563617489562
M4_theta5,84,3,-19.705750407089283,45.41150081417857,45.71150081417856,52.70395121070851,0.6100300772384492,0.6615549001273406,True,100,100,97,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10767,20.0,0.0022750323764641,0.7024366859612541,,,,M4,5,False,False,False,False,14.048733719225082
M5_theta5,83,3,-56.77055472530392,119.54110945060783,119.84490691896228,126.79763127399764,-0.0389238902816671,0.0132217136058857,True,100,99,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10770,0.0417136120101922,0.0,5.0,,,,M5,5,True,True,False,False,0.20856806005096098
M6_theta5,83,3,-56.43526465425107,118.87052930850214,119.17432677685656,126.12705113189192,-0.0330959225374832,0.0190496813500695,True,100,100,100,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10770,0.0357411150295046,0.0,5.0,,,,M6,5,True,True,False,False,0.178705575147523
M7_theta5,83,4,-56.35921327605103,120.71842655210206,121.23124706492256,130.39378898328846,-0.0491558754857603,0.0203715963643101,True,100,100,95,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10770,0.0453055885308655,0.0,5.0,3.0972361839813933,,,M7,5,True,True,False,False,0.2265279426543275
M4_theta5,83,3,-53.275380172972774,112.55076034594556,112.85455781429998,119.80728216933534,0.0218287722929045,0.0739743761804574,True,100,100,95,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10770,0.0925409208594726,0.0,5.0,,,,M4,5,True,True,False,False,0.46270460429736304
M5_theta5,83,3,-27.302667562672735,60.60533512534547,60.90913259369991,67.86185694873527,0.4732830335135565,0.5254286374011095,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10781,1.5041811861965957,0.0,1.9755328060222177,,,,M5,5,False,False,False,False,2.9715592795327885
M6_theta5,83,3,-53.536407493820754,113.07281498764152,113.37661245599594,120.3293368110313,0.0172916298673152,0.0694372337548682,True,100,100,94,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10781,0.9698958866419652,0.0,0.506012060793967,,,,M6,5,False,False,False,False,0.49077901635529264
M7_theta5,83,4,-27.302667562672745,62.60533512534549,63.118155638166,72.28069755653189,0.4559011655510387,0.5254286374011092,True,100,100,100,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10781,1.5041811810023216,0.0,1.9755328121379268,0.0,,,M7,5,False,False,False,False,2.971559278470464
M4_theta5,83,3,-25.170930498084186,56.34186099616837,56.6456584645228,63.59838281955817,0.5103366057010397,0.5624822095885925,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10781,6.028787725990473,0.0,0.8463659343762191,,,,M4,5,False,False,False,False,5.102560556863808
M5_theta5,81,3,-28.734576641241055,63.46915328248211,63.780841594170425,70.65250074649943,0.43477387228359,0.4882070219461442,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10783,3.2676159042825454,0.0042650940824421,0.5210973988800479,,,,M5,5,False,False,False,False,1.70274614826071
M6_theta5,81,3,-36.24280958789783,78.48561917579566,78.79730748748398,85.66896663981298,0.3010443607035794,0.3544775103661335,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10783,4.438937367696628,0.0,0.4226940601156385,,,,M6,5,False,False,False,False,1.8763124585507125
M7_theta5,81,4,-28.340400263646828,64.68080052729366,65.20711631676734,74.25859714598342,0.4239835175218838,0.4952277170719561,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10783,4.4197901109172735,0.000802243902603,0.510088408896082,0.1939737812996473,,,M7,5,False,False,False,False,2.25448370533243
M4_theta5,81,3,-28.34275195718842,62.68550391437684,62.99719222606515,69.86885137839415,0.4417526812784125,0.4951858309409667,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10783,14.351256591937942,0.0007247997834524,0.5043481841663415,,,,M4,5,False,False,False,False,7.238030202649139
M5_theta5,83,3,-50.117331590886174,106.23466318177236,106.53846065012678,113.49118500516214,0.0767215557659499,0.1288671596535028,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10785,0.8664831654538888,0.017072534241508,0.2569656993443424,,,,M5,5,False,False,False,False,0.22265645258095806
M6_theta5,83,3,-50.54208108593917,107.08416217187832,107.38795964023276,114.34068399526812,0.0693386161257927,0.1214842200133456,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10785,0.7807594110662027,0.0,0.0708040386728373,,,,M6,5,False,False,False,False,0.05528091953531309
M7_theta5,83,4,-50.117331590886174,108.23466318177236,108.74748369459286,117.91002561295876,0.0593396878034322,0.1288671596535028,True,100,100,88,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10785,0.8664831810637184,0.017072535363613,0.2569657060869718,0.0,,,M7,5,False,False,False,False,0.2226564624345238
M4_theta5,83,3,-50.57321222385745,107.1464244477149,107.45022191606934,114.4029462711047,0.0687974987969741,0.120943102684527,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10785,0.7292237471999365,0.0,0.0263255031507664,,,,M4,5,False,False,False,False,0.01919718205452561
M5_theta5,83,3,-52.768064406316086,111.53612881263216,111.8399262809866,118.79265063602196,0.0306468679642345,0.0827924718517874,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10794,0.5548406593325372,0.0978716276792825,1.035812716383026,,,,M5,5,False,False,False,False,0.5747110105029846
M6_theta5,83,3,-56.327391988560905,118.6547839771218,118.95858144547624,125.9113058005116,-0.031220894105692,0.0209247097818608,True,100,100,56,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10794,0.3224181989777475,0.100238024482312,0.3040515612763045,,,,M6,5,False,False,False,False,0.09803175678307832
M7_theta5,83,4,-52.768064406316086,113.53612881263216,114.04894932545268,123.21149124381856,0.0132650000017169,0.0827924718517874,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10794,0.5548406598447286,0.0978716248397959,1.035812714896865,0.0,,,M7,5,False,False,False,False,0.5747110102089363
M4_theta5,83,3,-52.602391537976,111.204783075952,111.50858054430644,118.4613048993418,0.0335265718866934,0.0856721757742463,True,100,100,84,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10794,1.1839224079677952,0.0420655025605282,0.6926749027744797,,,,M4,5,False,False,False,False,0.8200733388316205
M5_theta5,80,3,-53.571246870819934,113.14249374163988,113.45828321532407,120.28857364566151,-0.0201882164679651,0.033912847565371,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10800,0.0638769087703167,0.3848948417581677,5.0,,,,M5,5,True,True,False,False,0.3193845438515835
M6_theta5,80,3,-46.73192313876019,99.46384627752036,99.77963575120458,106.60992618154202,0.1031500139229948,0.1572510779563309,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10800,0.1064476809475288,0.3149186259403307,5.0,,,,M6,5,True,True,False,False,0.5322384047376439
M7_theta5,80,4,-46.685115637420154,101.37023127484032,101.90356460817364,110.89833781353585,0.0859604377876286,0.1580951898320768,True,100,100,99,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10800,0.1165881311900824,0.3010001725343454,4.241191638889481,5.0,,,M7,5,False,False,True,True,0.4944726071971274
M4_theta5,80,3,-40.08971276355827,86.17942552711654,86.49521500080074,93.32550543113818,0.2229335635335577,0.2770346275668938,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10800,0.2472708087360007,0.1191534296021934,5.0,,,,M4,5,True,True,False,False,1.2363540436800036
M5_theta5,84,3,-49.1227744337394,104.2455488674788,104.5455488674788,111.53799926400876,0.1047944262746442,0.1563192491635358,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10801,0.1967839812287885,0.1109977684882951,5.0,,,,M5,5,True,True,False,False,0.9839199061439425
M6_theta5,84,3,-35.60170341038479,77.20340682076959,77.50340682076958,84.49585721729953,0.3370180228568009,0.3885428457456924,True,100,100,75,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10801,0.252971733947632,0.0,5.0,,,,M6,5,True,True,False,False,1.26485866973816
M7_theta5,84,4,-35.545797306650606,79.09159461330121,79.59792372722526,88.81486180867446,0.320803265924941,0.3895030297767964,True,100,100,94,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10801,0.2733562967173457,0.0,5.0,4.359459143064401,,,M7,5,True,True,False,False,1.3667814835867285
M4_theta5,84,3,-31.69978902493486,69.39957804986972,69.69957804986971,76.69202844639966,0.4040331720694429,0.4555579949583344,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10801,0.8379385114794516,0.1010924102895012,2.3495159161626726,,,,M4,5,False,False,False,False,1.96874986948663
M5_theta5,84,3,-53.50624871581601,113.012497431632,113.312497431632,120.30494782816196,0.0295085142673082,0.0810333371561997,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10802,0.3897133122610495,0.0670884316553554,1.3304119830236631,,,,M5,5,False,False,False,False,0.518479260575943
M6_theta5,84,3,-54.665379794226894,115.3307595884538,115.63075958845378,122.62320998498372,0.0096005064272646,0.0611253293161562,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10802,0.5230075945472734,0.0880931280769374,0.7290022796487963,,,,M6,5,False,False,False,False,0.38127372869859566
M7_theta5,84,4,-53.25891112816377,114.51782225632752,115.0241513702516,124.2410894517008,0.0165815817701934,0.0852813456220489,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10802,0.5144804410959011,0.0618220282821395,1.1339800976530676,0.3184956010792605,,,M7,5,False,False,False,False,0.5834105808345232
M4_theta5,84,3,-53.22066002545295,112.4413200509059,112.7413200509059,119.73377044743584,0.0344134831639838,0.0859383060528754,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10802,1.7503779324776627,0.027428303303016,0.7515448941304725,,,,M4,5,False,False,False,False,1.3154875979522405
M5_theta5,42,3,-29.09768572581697,64.19537145163395,64.82695039900237,69.40838030648405,-0.1025517147773479,0.0004979310004352,True,100,100,30,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10803,0.0070759881481231,0.9209492202049168,5.0,,,,M5,5,True,True,False,False,0.0353799407406155
M6_theta5,42,3,-28.80238185062805,63.6047637012561,64.23634264862451,68.8177725561062,-0.0924080615323395,0.0106415842454435,True,100,100,64,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10803,0.1969609626593569,0.0273287294011878,1.0278984823316335,,,,M6,5,False,False,False,False,0.2024558745961305
M7_theta5,42,4,-28.08363668647371,64.16727337294742,65.2483544540285,71.1179518460809,-0.1020691319347341,0.0353303957689766,True,100,100,80,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10803,0.1831186281848662,0.0,0.0,2.094588848238721,,,M7,5,False,False,False,False,0.0
M5_theta5,81,3,-48.29805700101616,102.59611400203232,102.90780231372064,109.77946146604964,0.0863277476221556,0.1397608972847098,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,0.1864558509100109,0.1807720925997915,5.0,,,,M5,5,True,True,False,False,0.9322792545500546
M6_theta5,81,3,-43.30079702039382,92.60159404078765,92.91328235247596,99.78494150480496,0.1753341944379176,0.2287673441004718,True,100,100,86,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10804,0.1635619218880923,0.1683221051359091,5.0,,,,M6,5,True,True,False,False,0.8178096094404614
M7_theta5,81,4,-42.24638575200958,92.49277150401916,93.01908729349284,102.07056812270892,0.1763033162535525,0.2475475158036248,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,0.2439902591234913,0.1693466617434036,5.0,2.703937103422041,,,M7,5,True,True,False,False,1.2199512956174565
M4_theta5,81,3,-46.30651834747557,98.61303669495112,98.92472500663943,105.79638415896844,0.1217991419332877,0.1752322915958419,True,100,100,82,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10804,0.3446883029853502,0.1444279704615462,5.0,,,,M4,5,True,True,False,False,1.723441514926751
M5_theta5,82,3,-42.058060899090506,90.116121798181,90.42381410587332,97.33627953997376,0.2072555974245026,0.2600371233106842,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,0.9765480326196188,0.0880668016501657,1.240458566799682,,,,M5,5,False,False,False,False,1.2113673729543812
M6_theta5,82,3,-38.73891643265618,83.47783286531237,83.78552517300467,90.69799060710513,0.2656521006161958,0.3184336265023774,True,100,100,72,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10806,4.445482265545827,0.0,0.549649117762757,,,,M6,5,False,False,False,False,2.4434554052872466
M7_theta5,82,4,-34.054117259152214,76.10823451830443,76.62771503778495,85.73511150736144,0.3304818749367559,0.400857242784998,True,100,100,98,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10806,4.426869213533802,0.001625758959015,0.6698737287463105,0.481479634068323,,,M7,5,False,False,False,False,2.965443386742135
M4_theta5,82,3,-34.29415913728306,74.58831827456612,74.89601058225843,81.80847601635888,0.3438524580307061,0.3966339839168877,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10806,3.5467309129213698,0.0060390297841211,0.9158265997262686,,,,M4,5,False,False,False,False,3.2481905121248222
M5_theta5,81,3,-46.16177485241425,98.3235497048285,98.6352380165168,105.5068971688458,0.1243771755447186,0.1778103252072728,True,100,100,88,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,0.2124794547511641,0.0,5.0,,,,M5,5,True,True,False,False,1.0623972737558205
M6_theta5,81,3,-33.64989123663747,73.29978247327495,73.61147078496326,80.48312993729226,0.3472269588121387,0.4006601084746929,True,100,100,79,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,0.3008687786381658,0.2640319599092953,5.0,,,,M6,5,True,True,False,False,1.504343893190829
M7_theta5,81,4,-33.50777177074059,75.01554354148118,75.54185933095486,84.59334016017094,0.3319472058216974,0.4031914053717697,True,100,100,74,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,0.3379934264141806,0.246272442672545,5.0,4.046809326251363,,,M7,5,True,True,False,False,1.689967132070903
M4_theta5,81,3,-17.6367140683492,41.2734281366984,41.585116448386714,48.45677560071571,0.6324384562141865,0.6858716058767407,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10807,1.7124739487077991,0.1320419360084667,2.7911184328586995,,,,M4,5,False,False,False,False,4.7797176040286615
M5_theta5,83,3,-39.86424917092311,85.72849834184622,86.03229581020065,92.985020165236,0.2549392805985586,0.3070848844861115,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,1.554629314715218,0.0664913704847798,0.4376197434867507,,,,M5,5,False,False,False,False,0.6803364819226567
M6_theta5,83,3,-40.10586197332565,86.2117239466513,86.51552141500574,93.4682457700411,0.2507395987691437,0.3028852026566967,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,2.0440842268150363,0.0717275273367609,0.3758452046629849,,,,M6,5,False,False,False,False,0.7682592545756766
M7_theta5,83,4,-39.43928285827634,86.87856571655269,87.3913862293732,96.55392814773909,0.244944120970985,0.3144715928210556,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10809,1.89347582679738,0.0625204905365111,0.4320774136278101,0.2187720468768145,,,M7,5,False,False,False,False,0.8181281380093912
